,index,pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
87,231,CoRoT-20 c,CoRoT-20,1,2,,,,,1.14,0.08,-0.08,0.0
88,232,CoRoT-21 b,CoRoT-21,1,1,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0
89,234,CoRoT-22 b,CoRoT-22,1,1,1.14,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0
90,235,CoRoT-23 b,CoRoT-23,1,1,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0
91,238,CoRoT-24 b,CoRoT-24,1,2,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0
92,239,CoRoT-24 c,CoRoT-24,1,2,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0
93,240,CoRoT-25 b,CoRoT-25,1,1,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0
94,242,CoRoT-26 b,CoRoT-26,1,1,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0
95,244,CoRoT-27 b,CoRoT-27,1,1,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0
96,246,CoRoT-28 b,CoRoT-28,1,1,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0
97,248,CoRoT-29 b,CoRoT-29,1,1,0.9,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0
98,251,CoRoT-3 b,CoRoT-3,1,1,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0
99,256,CoRoT-30 b,CoRoT-30,1,1,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0
100,257,CoRoT-31 b,CoRoT-31,1,1,2.15,0.56,-0.66,0.0,1.25,0.22,-0.21,0.0
101,258,CoRoT-4 b,CoRoT-4,1,1,1.15,0.09,-0.03,0.0,1.19,0.05,-0.05,0.0
102,261,CoRoT-5 b,CoRoT-5,1,1,1.19,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0
103,265,CoRoT-6 b,CoRoT-6,1,1,1.02,0.03,-0.03,0.0,1.05,0.05,-0.05,0.0
104,268,CoRoT-7 b,CoRoT-7,1,2,0.86,0.05,-0.04,0.0,0.9,0.12,-0.1,0.0
105,275,CoRoT-7 c,CoRoT-7,1,2,0.86,0.05,-0.04,0.0,0.9,0.12,-0.1,0.0
106,277,CoRoT-8 b,CoRoT-8,1,1,0.77,0.02,-0.02,0.0,0.88,0.04,-0.04,0.0
107,281,CoRoT-9 b,CoRoT-9,2,1,0.94,0.04,-0.04,0.0,0.99,0.04,-0.04,0.0
108,285,CoRoTID 223977153 b,CoRoTID 223977153,1,1,0.79,0.08,-0.09,0.0,1.08,0.08,-0.07,0.0
109,286,DE CVn b,DE CVn,2,1,,,,,0.51,,,0.0
110,287,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,,,,,0.07,0.01,-0.01,0.0
111,288,DH Tau b,DH Tau,1,1,0.27,0.07,-0.07,0.0,0.33,,,0.0
112,290,DMPP-1 b,DMPP-1,1,4,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0
113,291,DMPP-1 c,DMPP-1,1,4,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0
114,292,DMPP-1 d,DMPP-1,1,4,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0
115,293,DMPP-1 e,DMPP-1,1,4,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0
116,294,DMPP-2 b,DMPP-2,1,1,1.78,0.09,-0.09,0.0,1.44,0.03,-0.03,0.0
117,295,DMPP-3 A b,DMPP-3 A,2,1,,,,,,,,
118,297,DP Leo b,DP Leo,2,1,,,,,,,,
119,299,DS Tuc A b,DS Tuc A,2,1,0.87,0.03,-0.03,0.0,0.96,0.03,-0.03,0.0
120,302,EPIC 201170410.02,EPIC 201170410,1,1,0.28,0.07,-0.07,0.0,0.29,0.1,-0.08,0.0
121,303,EPIC 201238110 b,EPIC 201238110,1,1,0.37,0.09,-0.04,0.0,,,,
122,305,EPIC 201497682 b,EPIC 201497682,1,1,,,,,0.78,0.09,-0.17,0.0
123,306,EPIC 201615463 c,K2-166,1,2,,,,,1.07,0.03,-0.03,0.0
124,307,EPIC 201754305 d,K2-16,1,3,,,,,0.67,0.03,-0.04,0.0
125,308,EPIC 201757695.02,EPIC 201757695,1,1,0.66,0.04,-0.04,0.0,0.73,0.04,-0.05,0.0
126,309,EPIC 201833600 c,K2-50,1,2,,,,,0.61,0.06,-0.06,0.0
127,311,EPIC 201841433 b,EPIC 201841433,1,1,0.63,0.03,-0.04,0.0,,,,
128,314,EPIC 205950854 c,K2-168,1,2,0.9,0.04,-0.01,0.0,,,,
129,317,EPIC 206024342 b,EPIC 206024342,1,1,,,,,0.93,0.08,-0.1,0.0
130,319,EPIC 206032309 b,EPIC 206032309,1,1,,,,,0.22,0.04,-0.06,0.0
131,320,EPIC 206042996 b,EPIC 206042996,1,1,0.67,0.07,-0.04,0.0,,,,
132,322,EPIC 206215704 b,EPIC 206215704,1,1,0.37,0.08,-0.07,0.0,,,,
133,324,EPIC 206317286 b,EPIC 206317286,1,1,,,,,0.71,0.09,-0.03,0.0
134,326,EPIC 211822797 b,EPIC 211822797,1,1,0.59,0.03,-0.03,0.0,0.61,0.02,-0.02,0.0
135,334,EPIC 211945201 b,EPIC 211945201,1,1,1.48,,,0.0,,,,
136,342,EPIC 212297394 b,EPIC 212297394,1,2,0.8,0.03,-0.03,0.0,0.83,0.05,-0.04,0.0
137,345,EPIC 212297394 c,EPIC 212297394,1,2,0.78,,,0.0,0.83,,,0.0
138,348,EPIC 212424622 b,EPIC 212424622,1,1,,,,,1.11,0.14,-0.12,0.0
139,350,EPIC 212499991 b,EPIC 212499991,1,1,,,,,0.91,0.04,-0.16,0.0
140,351,EPIC 212587672 b,EPIC 212587672,1,2,,,,,0.95,0.04,-0.04,0.0
141,354,EPIC 212587672 c,EPIC 212587672,1,2,0.98,0.04,-0.03,0.0,0.99,0.03,-0.04,0.0
142,360,EPIC 212737443 b,EPIC 212737443,1,2,0.67,,,0.0,0.72,,,0.0
143,363,EPIC 212737443 c,EPIC 212737443,1,2,0.67,0.02,-0.02,0.0,0.69,0.04,-0.04,0.0
144,364,EPIC 220554210 c,K2-282,1,2,1.01,0.04,-0.04,0.0,,,,
145,366,EPIC 220674823 b,EPIC 220674823,1,2,0.98,0.02,-0.02,0.0,0.9,0.06,-0.05,0.0
146,375,EPIC 220674823 c,EPIC 220674823,1,2,0.98,0.02,-0.02,0.0,0.97,0.04,-0.04,0.0
147,383,EPIC 246851721 b,EPIC 246851721,2,1,1.59,0.03,-0.03,0.0,1.32,0.04,-0.04,0.0
148,384,EPIC 248847494 b,EPIC 248847494,1,1,2.7,0.12,-0.12,0.0,0.9,0.09,-0.09,0.0
149,385,EPIC 249893012 b,EPIC 249893012,1,3,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0
150,386,EPIC 249893012 c,EPIC 249893012,1,3,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0
151,387,EPIC 249893012 d,EPIC 249893012,1,3,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0
152,388,FU Tau b,FU Tau,1,1,,,,,0.05,,,0.0
153,389,G 264-012 b,G 264-012,1,2,0.3,0.01,-0.01,0.0,0.3,0.02,-0.02,0.0
154,390,G 264-012 c,G 264-012,1,2,0.3,0.01,-0.01,0.0,0.3,0.02,-0.02,0.0
155,391,G 9-40 b,G 9-40,1,1,0.31,0.01,-0.01,0.0,0.29,0.02,-0.02,0.0
156,393,GJ 1061 b,GJ 1061,1,3,0.16,0.01,-0.01,0.0,0.12,0.01,-0.01,0.0
157,394,GJ 1061 c,GJ 1061,1,3,0.16,0.01,-0.01,0.0,0.12,0.01,-0.01,0.0
158,395,GJ 1061 d,GJ 1061,1,3,0.16,0.01,-0.01,0.0,0.12,0.01,-0.01,0.0
159,396,GJ 1132 b,GJ 1132,1,2,,,,,,,,
160,400,GJ 1132 c,GJ 1132,1,2,0.21,0.01,-0.01,0.0,0.18,0.02,-0.02,0.0
161,401,GJ 1148 b,GJ 1148,1,2,0.36,0.01,-0.01,0.0,0.34,0.02,-0.02,0.0
162,404,GJ 1148 c,GJ 1148,1,2,0.37,0.01,-0.01,0.0,0.37,0.01,-0.01,0.0
163,406,GJ 1151 b,GJ 1151,1,1,,,,,,,,
164,407,GJ 1214 b,GJ 1214,1,1,0.21,,,0.0,,,,
165,422,GJ 1252 b,GJ 1252,1,1,0.39,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0
166,424,GJ 1265 b,GJ 1265,1,1,0.19,0.01,-0.01,0.0,0.18,0.02,-0.02,0.0
167,425,GJ 143 b,GJ 143,1,2,0.73,0.01,-0.01,0.0,0.76,0.03,-0.02,0.0
168,428,GJ 15 A b,GJ 15 A,2,2,0.38,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0
169,431,GJ 15 A c,GJ 15 A,2,2,0.38,0.05,-0.05,0.0,0.38,0.05,-0.05,0.0
170,432,GJ 160.2 b,GJ 160.2,1,1,,,,,0.69,,,0.0
171,433,GJ 163 b,GJ 163,1,3,,,,,,,,
172,434,GJ 163 c,GJ 163,1,3,,,,,,,,
173,435,GJ 163 d,GJ 163,1,3,,,,,,,,
174,436,GJ 179 b,GJ 179,1,1,0.38,0.01,-0.01,0.0,0.39,0.01,-0.01,0.0
175,438,GJ 180 b,GJ 180,1,3,,,,,0.43,,,0.0
176,440,GJ 180 c,GJ 180,1,3,,,,,0.43,,,0.0
177,441,GJ 180 d,GJ 180,1,3,,,,,0.43,,,0.0
178,442,GJ 2056 b,GJ 2056,1,1,,,,,0.62,0.08,-0.08,0.0
179,443,GJ 229 A c,GJ 229,2,2,,,,,0.58,,,0.0
180,444,GJ 229 b,GJ 229,2,2,,,,,0.58,,,0.0
181,446,GJ 251 b,GJ 251,1,1,0.36,0.01,-0.01,0.0,0.36,0.01,-0.01,0.0
182,447,GJ 27.1 b,GJ 27.1,1,1,,,,,0.53,,,0.0
183,448,GJ 273 b,GJ 273,1,2,0.29,0.03,-0.03,0.0,0.29,,,0.0
184,449,GJ 273 c,GJ 273,1,2,0.29,0.03,-0.03,0.0,0.29,,,0.0
185,450,GJ 3021 b,GJ 3021,2,1,0.9,,,0.0,0.9,,,0.0
186,451,GJ 3082 b,GJ 3082,1,1,,,,,0.47,,,0.0
187,452,GJ 3138 b,GJ 3138,1,3,0.5,0.03,-0.03,0.0,0.68,,,0.0
188,453,GJ 3138 c,GJ 3138,1,3,0.5,0.03,-0.03,0.0,0.68,,,0.0
189,454,GJ 3138 d,GJ 3138,1,3,0.5,0.03,-0.03,0.0,0.68,,,0.0
190,455,GJ 317 b,GJ 317,1,2,,,,,0.42,0.02,-0.02,0.0
191,459,GJ 317 c,GJ 317,1,2,,,,,0.42,0.05,-0.05,0.0
192,463,GJ 328 b,GJ 328,1,1,,,,,0.69,0.05,-0.05,0.0
193,464,GJ 3293 b,GJ 3293,1,4,0.4,0.03,-0.03,0.0,0.42,,,0.0
194,466,GJ 3293 c,GJ 3293,1,4,0.4,0.03,-0.03,0.0,0.42,,,0.0
195,468,GJ 3293 d,GJ 3293,1,4,0.4,0.03,-0.03,0.0,0.42,,,0.0
196,469,GJ 3293 e,GJ 3293,1,4,0.4,0.03,-0.03,0.0,0.42,,,0.0
197,470,GJ 3323 b,GJ 3323,1,2,0.12,0.03,-0.03,0.0,0.16,,,0.0
198,471,GJ 3323 c,GJ 3323,1,2,0.12,0.03,-0.03,0.0,0.16,,,0.0
199,472,GJ 3341 b,GJ 3341,1,1,0.44,0.03,-0.03,0.0,0.47,,,0.0
200,473,GJ 338 B b,GJ 338 B,2,1,0.58,0.03,-0.03,0.0,0.64,0.07,-0.07,0.0
201,474,GJ 3470 b,GJ 3470,1,1,0.53,0.02,-0.01,0.0,0.56,0.03,-0.02,0.0
202,483,GJ 3473 b,GJ 3473,2,2,0.35,0.01,-0.01,0.0,,,,
203,485,GJ 3473 c,GJ 3473,2,2,0.36,0.01,-0.01,0.0,0.36,0.02,-0.02,0.0
204,486,GJ 3512 b,GJ 3512,1,1,0.14,0.01,-0.01,0.0,0.12,0.01,-0.01,0.0
205,487,GJ 357 b,GJ 357,1,3,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0
206,489,GJ 357 c,GJ 357,1,3,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0
207,490,GJ 357 d,GJ 357,1,3,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0
208,491,GJ 3634 b,GJ 3634,1,1,0.43,0.03,-0.03,0.0,0.45,0.05,-0.05,0.0
209,492,GJ 3779 b,GJ 3779,1,1,0.28,0.01,-0.01,0.0,0.27,0.02,-0.02,0.0
210,493,GJ 393 b,GJ 393,1,1,0.43,0.01,-0.01,0.0,0.43,0.02,-0.02,0.0
211,494,GJ 3942 b,GJ 3942,1,1,0.61,0.06,-0.06,0.0,0.63,0.07,-0.07,0.0
212,495,GJ 3998 b,GJ 3998,1,2,0.49,0.05,-0.05,0.0,0.5,0.05,-0.05,0.0
213,496,GJ 3998 c,GJ 3998,1,2,0.49,0.05,-0.05,0.0,0.5,0.05,-0.05,0.0
214,497,GJ 411 b,GJ 411,1,2,0.37,0.01,-0.01,0.0,0.39,0.01,-0.01,0.0
215,500,GJ 414 A b,GJ 414 A,2,2,0.68,0.14,-0.14,0.0,0.65,0.08,-0.08,0.0
216,502,GJ 414 A c,GJ 414 A,2,2,0.67,0.01,-0.01,0.0,0.69,0.01,-0.01,0.0
217,504,GJ 422 b,GJ 422,1,1,,,,,0.35,,,0.0
218,506,GJ 4276 b,GJ 4276,1,1,0.41,0.01,-0.01,0.0,0.41,0.03,-0.03,0.0
219,507,GJ 433 b,GJ 433,1,3,,,,,0.48,,,0.0
220,511,GJ 433 c,GJ 433,1,3,,,,,0.48,,,0.0
221,513,GJ 433 d,GJ 433,1,3,,,,,0.48,,,0.0
222,514,GJ 436 b,GJ 436,1,1,0.46,0.02,-0.02,0.0,0.47,0.07,-0.07,0.0
223,533,GJ 480 b,GJ 480,1,1,,,,,0.45,0.02,-0.02,0.0
224,534,GJ 486 b,GJ 486,1,1,0.33,0.01,-0.01,0.0,0.32,0.01,-0.01,0.0
225,536,GJ 504 b,GJ 504,1,1,,,,,1.22,0.08,-0.08,0.0
226,537,GJ 536 b,GJ 536,1,1,0.51,0.02,-0.02,0.0,0.51,0.02,-0.02,0.0
227,539,GJ 581 b,GJ 581,1,3,0.33,0.01,-0.01,0.0,0.31,0.02,-0.02,0.0
228,545,GJ 581 c,GJ 581,1,3,0.29,,,0.0,0.31,0.02,-0.02,0.0
229,550,GJ 581 e,GJ 581,1,3,,,,,,,,
230,554,GJ 625 b,GJ 625,1,1,0.31,0.06,-0.06,0.0,0.3,0.07,-0.07,0.0
231,555,GJ 649 b,GJ 649,1,1,,,,,0.54,0.05,-0.05,0.0
232,557,GJ 667 C b,GJ 667 C,3,5,,,,,,,,
233,561,GJ 667 C c,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0.0
234,565,GJ 667 C e,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0.0
235,566,GJ 667 C f,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0.0
236,567,GJ 667 C g,GJ 667 C,3,5,,,,,0.33,0.02,-0.02,0.0
237,568,GJ 674 b,GJ 674,1,1,,,,,0.35,,,0.0
238,569,GJ 676 A b,GJ 676 A,2,4,,,,,,,,
239,573,GJ 676 A c,GJ 676 A,2,4,,,,,,,,
240,574,GJ 676 A d,GJ 676 A,2,4,,,,,,,,
241,576,GJ 676 A e,GJ 676 A,2,4,,,,,,,,
242,578,GJ 682 b,GJ 682,1,2,,,,,0.27,,,0.0
243,579,GJ 682 c,GJ 682,1,2,,,,,0.27,,,0.0
244,580,GJ 685 b,GJ 685,1,1,0.54,0.05,-0.05,0.0,0.55,0.06,-0.06,0.0
245,581,GJ 687 b,GJ 687,1,2,0.4,0.01,-0.01,0.0,0.42,0.01,-0.01,0.0
246,585,GJ 687 c,GJ 687,1,2,,,,,0.4,0.02,-0.02,0.0
247,586,GJ 720 A b,GJ 720 A,2,1,0.56,0.06,-0.06,0.0,0.57,0.06,-0.06,0.0
248,587,GJ 740 b,GJ 740,1,1,0.56,0.06,-0.06,0.0,0.58,0.06,-0.06,0.0
249,588,GJ 832 b,GJ 832,1,2,0.48,,,0.0,0.45,0.05,-0.05,0.0
250,591,GJ 832 c,GJ 832,1,2,,,,,0.45,0.05,-0.05,0.0
251,592,GJ 849 b,GJ 849,1,2,,,,,0.49,0.05,-0.05,0.0
252,598,GJ 849 c,GJ 849,1,2,0.47,0.01,-0.01,0.0,0.5,0.01,-0.01,0.0
253,600,GJ 86 b,GJ 86,2,1,,,,,0.77,,,0.0
254,603,GJ 876 b,GJ 876,1,4,,,,,0.33,0.03,-0.03,0.0
255,611,GJ 876 c,GJ 876,1,4,0.35,0.01,-0.01,0.0,0.34,0.02,-0.02,0.0
256,618,GJ 876 d,GJ 876,1,4,0.37,0.01,-0.01,0.0,0.37,0.01,-0.01,0.0
257,625,GJ 876 e,GJ 876,1,4,0.3,,,0.0,0.32,0.03,-0.03,0.0
258,628,GJ 887 b,GJ 887,1,2,0.47,0.09,-0.09,0.0,0.49,0.05,-0.05,0.0
259,629,GJ 887 c,GJ 887,1,2,0.47,0.09,-0.09,0.0,0.49,0.05,-0.05,0.0
260,630,GJ 9066 b,GJ 9066,1,2,,,,,0.15,0.02,-0.02,0.0
261,631,GJ 9066 c,GJ 9066,1,2,,,,,0.15,0.02,-0.02,0.0
262,632,GJ 96 b,GJ 96,1,1,,,,,0.6,0.07,-0.07,0.0
263,633,GJ 9827 b,GJ 9827,1,3,0.6,0.01,0.0,0.0,0.61,0.02,-0.01,0.0
264,638,GJ 9827 c,GJ 9827,1,3,0.62,0.05,-0.05,0.0,0.64,0.05,-0.05,0.0
265,642,GJ 9827 d,GJ 9827,1,3,0.65,0.07,-0.07,0.0,0.66,0.06,-0.06,0.0
266,646,GPX-1 b,GPX-1,1,1,1.56,0.1,-0.1,0.0,1.68,0.1,-0.1,0.0
267,647,GQ Lup b,GQ Lup,1,1,1.94,,,0.0,,,,
268,649,GSC 06214-00210 b,GSC 06214-00210,1,1,,,,,0.9,0.1,-0.1,0.0
269,653,GU Psc b,GU Psc,1,1,,,,,0.33,0.03,-0.03,0.0
270,654,Gl 378 b,Gl 378,1,1,0.56,0.02,-0.02,0.0,0.56,0.01,-0.01,0.0
271,655,Gl 49 b,Gl 49,2,1,0.51,0.02,-0.02,0.0,0.52,0.02,-0.02,0.0
272,656,Gl 686 b,Gl 686,1,1,0.43,0.02,-0.02,0.0,0.43,0.03,-0.03,0.0
273,659,HAT-P-1 b,HAT-P-1,2,1,1.18,0.06,-0.04,0.0,1.13,0.19,-0.11,0.0
274,670,HAT-P-11 b,HAT-P-11,1,2,,,,,0.81,0.03,-0.03,0.0
275,685,HAT-P-11 c,HAT-P-11,1,2,,,,,0.81,0.03,-0.03,0.0
276,687,HAT-P-12 b,HAT-P-12,1,1,0.7,0.06,-0.04,0.0,0.74,0.08,-0.08,0.0
277,696,HAT-P-13 b,HAT-P-13,1,2,1.56,0.08,-0.08,0.0,1.22,0.05,-0.1,0.0
278,703,HAT-P-13 c,HAT-P-13,1,2,1.76,0.05,-0.05,0.0,1.32,0.06,-0.06,0.0
279,707,HAT-P-14 b,HAT-P-14,2,1,1.59,0.06,-0.06,0.0,1.42,0.05,-0.05,0.0
280,716,HAT-P-15 b,HAT-P-15,1,1,1.08,0.04,-0.04,0.0,1.01,0.04,-0.04,0.0
281,720,HAT-P-16 b,HAT-P-16,3,1,1.24,0.05,-0.05,0.0,1.22,0.04,-0.04,0.0
282,726,HAT-P-17 b,HAT-P-17,1,2,,,,,0.86,0.04,-0.04,0.0
283,731,HAT-P-17 c,HAT-P-17,1,2,0.84,0.04,-0.04,0.0,0.92,0.15,-0.08,0.0
284,734,HAT-P-18 b,HAT-P-18,1,1,0.75,0.04,-0.04,0.0,0.77,0.03,-0.03,0.0
285,740,HAT-P-19 b,HAT-P-19,1,1,0.8,0.05,-0.04,0.0,0.83,0.1,-0.1,0.0
286,743,HAT-P-2 b,HAT-P-2,1,1,,,,,,,,
287,755,HAT-P-20 b,HAT-P-20,1,1,0.69,0.02,-0.02,0.0,0.76,0.03,-0.03,0.0
288,761,HAT-P-21 b,HAT-P-21,1,1,1.1,0.08,-0.08,0.0,0.95,0.04,-0.04,0.0
289,764,HAT-P-22 b,HAT-P-22,2,1,1.04,0.04,-0.04,0.0,0.92,0.04,-0.04,0.0
290,770,HAT-P-23 b,HAT-P-23,1,1,1.2,0.07,-0.07,0.0,1.13,0.04,-0.04,0.0
291,777,HAT-P-24 b,HAT-P-24,2,1,1.32,,,0.0,1.19,0.04,-0.04,0.0
292,783,HAT-P-25 b,HAT-P-25,1,1,0.96,0.05,-0.04,0.0,1.01,0.03,-0.03,0.0
293,787,HAT-P-26 b,HAT-P-26,1,1,0.87,0.05,-0.05,0.0,1.12,0.36,-0.36,0.0
294,791,HAT-P-27 b,HAT-P-27,2,1,0.9,0.05,-0.04,0.0,0.94,0.04,-0.04,0.0
295,795,HAT-P-28 b,HAT-P-28,1,1,1.1,0.09,-0.07,0.0,1.02,0.05,-0.05,0.0
296,797,HAT-P-29 b,HAT-P-29,2,1,1.22,0.13,-0.07,0.0,1.21,0.05,-0.05,0.0
297,803,HAT-P-3 b,HAT-P-3,2,1,0.83,0.03,-0.04,0.0,0.93,0.04,-0.05,0.0
298,813,HAT-P-30 b,HAT-P-30,2,1,1.33,0.03,-0.03,0.0,,,,
299,818,HAT-P-31 b,HAT-P-31,1,1,,,,,1.22,0.07,-0.07,0.0
300,823,HAT-P-32 b,HAT-P-32,2,1,1.22,0.02,-0.02,0.0,1.16,0.04,-0.04,0.0
301,832,HAT-P-33 b,HAT-P-33,2,1,1.79,0.48,-0.48,0.0,1.82,1.45,-1.45,0.0
302,836,HAT-P-34 b,HAT-P-34,1,1,1.53,0.14,,0.0,1.39,0.05,,0.0
303,843,HAT-P-35 b,HAT-P-35,3,1,3.82,5.25,-5.25,0.0,23.56,97.1,-97.1,0.0
304,847,HAT-P-36 b,HAT-P-36,1,1,1.11,0.03,-0.02,0.0,1.05,0.05,-0.05,0.0
305,853,HAT-P-37 b,HAT-P-37,1,1,0.89,0.03,-0.03,0.0,,,,
306,856,HAT-P-38 b,HAT-P-38,1,1,0.92,0.1,,0.0,0.89,0.04,,0.0
307,859,HAT-P-39 b,HAT-P-39,2,1,1.62,0.08,,0.0,1.4,0.05,,0.0
308,861,HAT-P-4 b,HAT-P-4,2,1,1.62,0.06,-0.05,0.0,0.56,0.07,-0.07,0.0
309,869,HAT-P-40 b,HAT-P-40,1,1,2.21,0.06,-0.06,0.0,1.51,0.04,-0.11,0.0
310,872,HAT-P-41 b,HAT-P-41,2,1,1.68,0.06,-0.04,0.0,1.42,0.05,-0.05,0.0
311,877,HAT-P-42 b,HAT-P-42,1,1,1.53,0.14,-0.14,0.0,1.18,0.07,-0.07,0.0
312,880,HAT-P-43 b,HAT-P-43,1,1,1.1,0.04,-0.02,0.0,1.05,0.03,-0.04,0.0
313,884,HAT-P-44 b,HAT-P-44,1,2,0.95,0.08,-0.04,0.0,0.94,0.04,-0.04,0.0
314,886,HAT-P-44 c,HAT-P-44,1,2,0.95,0.08,-0.04,0.0,0.94,0.04,-0.04,0.0
315,887,HAT-P-45 b,HAT-P-45,1,1,1.32,0.16,-0.07,0.0,1.26,0.06,-0.06,0.0
316,890,HAT-P-46 b,HAT-P-46,1,1,1.4,0.06,-0.04,0.0,1.76,0.37,-0.28,0.0
317,892,HAT-P-49 b,HAT-P-49,1,1,2.06,0.23,-0.23,0.0,2.22,0.83,-0.83,0.0
318,895,HAT-P-5 b,HAT-P-5,1,1,,,,,,,,
319,900,HAT-P-50 b,HAT-P-50,1,1,1.7,0.07,-0.07,0.0,1.27,0.05,-0.12,0.0
320,902,HAT-P-51 b,HAT-P-51,1,1,1.04,0.04,-0.03,0.0,0.98,0.03,-0.03,0.0
321,904,HAT-P-52 b,HAT-P-52,1,1,0.86,,,0.0,0.84,,,0.0
322,907,HAT-P-53 b,HAT-P-53,1,1,1.21,0.08,-0.06,0.0,1.09,0.04,-0.04,0.0
323,909,HAT-P-54 b,HAT-P-54,1,1,0.62,0.01,-0.01,0.0,0.65,0.02,-0.02,0.0
324,911,HAT-P-55 b,HAT-P-55,1,1,1.01,0.04,-0.04,0.0,1.01,0.04,-0.04,0.0
325,913,HAT-P-56 b,HAT-P-56,1,1,1.88,0.44,-0.44,0.0,1.53,0.19,-0.19,0.0
326,921,HAT-P-57 b,HAT-P-57,3,1,1.5,0.05,-0.05,0.0,1.47,0.12,-0.12,0.0
327,923,HAT-P-58 b,HAT-P-58,1,1,1.53,0.03,-0.03,0.0,1.03,0.03,-0.03,0.0
328,924,HAT-P-59 b,HAT-P-59,1,1,1.16,0.06,-0.06,0.0,,,,
329,926,HAT-P-6 b,HAT-P-6,1,1,1.46,0.07,,0.0,1.29,0.07,,0.0
330,933,HAT-P-60 b,HAT-P-60,1,1,2.18,0.1,-0.1,0.0,,,,
331,935,HAT-P-61 b,HAT-P-61,1,1,0.94,0.01,-0.01,0.0,1.0,0.03,-0.03,0.0
332,936,HAT-P-62 b,HAT-P-62,1,1,1.17,0.02,-0.02,0.0,1.02,0.02,-0.02,0.0
333,937,HAT-P-63 b,HAT-P-63,1,1,0.97,0.01,-0.01,0.0,0.93,0.02,-0.02,0.0
334,938,HAT-P-64 b,HAT-P-64,1,1,1.74,0.04,-0.03,0.0,1.3,0.02,-0.02,0.0
335,939,HAT-P-65 b,HAT-P-65,1,1,1.86,0.1,-0.1,0.0,1.21,0.05,-0.05,0.0
336,940,HAT-P-66 b,HAT-P-66,1,1,1.88,0.15,-0.1,0.0,1.25,0.11,-0.05,0.0
337,941,HAT-P-67 b,HAT-P-67,2,1,2.55,0.1,-0.08,0.0,1.64,0.15,-0.07,0.0
338,942,HAT-P-68 b,HAT-P-68,1,1,0.67,0.0,0.0,0.0,0.68,0.03,-0.01,0.0
339,943,HAT-P-69 b,HAT-P-69,1,1,1.93,0.06,-0.03,0.0,1.65,0.06,-0.03,0.0
340,945,HAT-P-7 b,HAT-P-7,2,1,,,,,,,,
341,963,HAT-P-70 b,HAT-P-70,1,1,1.97,0.07,-0.07,0.0,,,,
342,965,HAT-P-8 b,HAT-P-8,3,1,1.57,0.15,-0.15,0.0,1.27,0.41,-0.41,0.0
343,970,HAT-P-9 b,HAT-P-9,1,1,,,,,1.28,0.13,-0.13,0.0
344,975,HATS-1 b,HATS-1,1,1,1.04,0.13,-0.07,0.0,0.99,0.05,-0.05,0.0
345,977,HATS-10 b,HATS-10,1,1,1.1,0.06,-0.04,0.0,1.1,0.05,-0.05,0.0
346,979,HATS-11 b,HATS-11,1,1,1.46,,,0.0,1.06,,,0.0
347,984,HATS-12 b,HATS-12,1,1,,,,,,,,
348,991,HATS-13 b,HATS-13,1,1,0.89,0.02,-0.02,0.0,0.96,0.03,-0.03,0.0
349,993,HATS-14 b,HATS-14,1,1,0.93,0.02,-0.01,0.0,0.97,0.02,-0.02,0.0
350,996,HATS-15 b,HATS-15,1,1,0.92,0.03,-0.03,0.0,0.87,0.02,-0.02,0.0
351,997,HATS-16 b,HATS-16,1,1,1.24,0.1,-0.13,0.0,0.97,0.04,-0.04,0.0
352,998,HATS-17 b,HATS-17,1,1,1.09,0.07,-0.05,0.0,1.13,0.03,-0.03,0.0
