,index,pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
2560,13895,Kepler-184 c,Kepler-184,1,3,0.86,0.37,-0.08,0.0,0.87,0.12,-0.07,0.0
2561,13907,Kepler-184 d,Kepler-184,1,3,0.87,,,0.0,0.95,,,0.0
2562,13919,Kepler-185 b,Kepler-185,1,2,0.73,0.03,-0.03,0.0,,,,
2563,13929,Kepler-185 c,Kepler-185,1,2,0.79,0.19,-0.07,0.0,0.81,0.1,-0.07,0.0
2564,13940,Kepler-186 b,Kepler-186,1,5,0.55,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0
2565,13956,Kepler-186 c,Kepler-186,1,5,0.46,0.06,-0.06,0.0,0.48,0.06,-0.06,0.0
2566,13972,Kepler-186 d,Kepler-186,1,5,0.55,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0
2567,13988,Kepler-186 e,Kepler-186,1,5,0.51,0.04,-0.04,0.0,0.55,0.06,-0.06,0.0
2568,14003,Kepler-186 f,Kepler-186,1,5,0.46,0.06,-0.06,0.0,0.48,0.06,-0.06,0.0
2569,14015,Kepler-187 b,Kepler-187,1,2,1.23,0.22,-0.18,0.0,1.06,0.1,-0.07,0.0
2570,14025,Kepler-187 c,Kepler-187,1,2,1.2,0.17,-0.12,0.0,1.11,0.06,-0.06,0.0
2571,14036,Kepler-188 b,Kepler-188,1,2,1.07,,,0.0,1.02,,,0.0
2572,14046,Kepler-188 c,Kepler-188,1,2,1.12,0.5,-0.5,0.0,1.01,0.12,-0.12,0.0
2573,14057,Kepler-189 b,Kepler-189,1,2,0.83,0.03,-0.06,0.0,0.79,0.05,-0.03,0.0
2574,14068,Kepler-189 c,Kepler-189,1,2,0.76,0.16,-0.06,0.0,0.84,0.08,-0.09,0.0
2575,14080,Kepler-19 b,Kepler-19,1,3,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0
2576,14091,Kepler-19 c,Kepler-19,1,3,0.85,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0
2577,14093,Kepler-19 d,Kepler-19,1,3,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0
2578,14094,Kepler-190 b,Kepler-190,1,2,0.79,0.19,-0.06,0.0,0.87,0.07,-0.09,0.0
2579,14105,Kepler-190 c,Kepler-190,1,2,0.79,0.19,-0.06,0.0,0.87,0.07,-0.09,0.0
2580,14116,Kepler-191 b,Kepler-191,1,3,0.79,0.21,-0.06,0.0,0.88,0.07,-0.09,0.0
2581,14126,Kepler-191 c,Kepler-191,1,3,0.79,0.21,-0.06,0.0,0.88,0.07,-0.09,0.0
2582,14136,Kepler-191 d,Kepler-191,1,3,0.78,,,0.0,0.87,,,0.0
2583,14145,Kepler-192 b,Kepler-192,1,3,0.81,0.27,-0.07,0.0,0.89,0.08,-0.09,0.0
2584,14156,Kepler-192 c,Kepler-192,1,3,0.81,0.27,-0.07,0.0,0.89,0.08,-0.09,0.0
2585,14167,Kepler-192 d,Kepler-192,1,3,0.99,0.04,-0.04,0.0,,,,
2586,14176,Kepler-193 b,Kepler-193,1,2,1.14,0.62,-0.13,0.0,1.21,0.24,-0.21,0.0
2587,14187,Kepler-193 c,Kepler-193,1,2,1.03,,,0.0,1.12,,,0.0
2588,14198,Kepler-194 b,Kepler-194,1,3,1.0,0.38,-0.12,0.0,0.96,0.13,-0.11,0.0
2589,14208,Kepler-194 c,Kepler-194,1,3,1.01,0.05,-0.05,0.0,,,,
2590,14219,Kepler-194 d,Kepler-194,1,3,1.04,0.38,-0.38,0.0,1.05,0.09,-0.09,0.0
2591,14230,Kepler-195 b,Kepler-195,1,2,0.79,0.19,-0.06,0.0,0.88,0.07,-0.1,0.0
2592,14240,Kepler-195 c,Kepler-195,1,2,0.79,0.19,-0.06,0.0,0.88,0.07,-0.1,0.0
2593,14251,Kepler-196 b,Kepler-196,1,2,1.5,0.94,-0.63,0.0,0.93,0.11,-0.09,0.0
2594,14262,Kepler-196 c,Kepler-196,1,2,0.77,0.05,-0.04,0.0,0.81,0.04,-0.04,0.0
2595,14273,Kepler-197 b,Kepler-197,2,4,1.18,0.15,-0.15,0.0,0.86,0.04,-0.04,0.0
2596,14284,Kepler-197 c,Kepler-197,2,4,1.12,0.03,-0.03,0.0,,,,
2597,14297,Kepler-197 d,Kepler-197,2,4,1.21,0.07,-0.09,0.0,1.09,0.15,-0.16,0.0
2598,14310,Kepler-197 e,Kepler-197,2,4,1.21,0.07,-0.09,0.0,1.09,0.15,-0.16,0.0
2599,14322,Kepler-198 b,Kepler-198,1,3,0.93,0.05,-0.04,0.0,0.97,0.04,-0.03,0.0
2600,14333,Kepler-198 c,Kepler-198,1,3,0.85,0.33,-0.07,0.0,0.95,0.09,-0.11,0.0
2601,14344,Kepler-198 d,Kepler-198,1,3,0.85,0.33,-0.07,0.0,0.95,0.09,-0.11,0.0
2602,14354,Kepler-199 b,Kepler-199,1,2,0.88,0.12,-0.04,0.0,0.98,0.05,-0.08,0.0
2603,14364,Kepler-199 c,Kepler-199,1,2,0.92,,,0.0,1.01,,,0.0
2604,14375,Kepler-20 b,Kepler-20,2,6,0.94,0.08,-0.08,0.0,0.9,0.02,-0.02,0.0
2605,14387,Kepler-20 c,Kepler-20,2,6,0.93,0.16,-0.07,0.0,0.88,0.06,-0.04,0.0
2606,14399,Kepler-20 d,Kepler-20,2,6,0.91,0.06,-0.05,0.0,0.96,0.11,-0.14,0.0
2607,14411,Kepler-20 e,Kepler-20,2,6,0.93,0.07,-0.05,0.0,0.95,0.04,-0.04,0.0
2608,14422,Kepler-20 f,Kepler-20,2,6,0.93,0.16,-0.07,0.0,0.88,0.06,-0.04,0.0
2609,14434,Kepler-20 g,Kepler-20,2,6,0.96,0.02,-0.02,0.0,0.95,0.05,-0.05,0.0
2610,14435,Kepler-200 b,Kepler-200,1,2,0.99,0.04,-0.04,0.0,,,,
2611,14446,Kepler-200 c,Kepler-200,1,2,1.28,0.64,-0.26,0.0,1.04,0.23,-0.13,0.0
2612,14456,Kepler-201 b,Kepler-201,1,2,1.24,0.27,-0.15,0.0,1.1,0.11,-0.07,0.0
2613,14467,Kepler-201 c,Kepler-201,1,2,1.24,0.15,-0.15,0.0,1.18,0.05,-0.05,0.0
2614,14478,Kepler-202 b,Kepler-202,1,2,0.75,,,0.0,0.73,,,0.0
2615,14489,Kepler-202 c,Kepler-202,1,2,0.75,,,0.0,0.73,,,0.0
2616,14500,Kepler-203 b,Kepler-203,1,3,1.04,0.05,-0.04,0.0,,,,
2617,14511,Kepler-203 c,Kepler-203,1,3,0.91,0.63,-0.63,0.0,1.01,0.15,-0.15,0.0
2618,14523,Kepler-203 d,Kepler-203,1,3,1.08,,,0.0,1.06,,,0.0
2619,14535,Kepler-204 b,Kepler-204,1,2,1.04,0.41,-0.12,0.0,0.99,0.15,-0.11,0.0
2620,14546,Kepler-204 c,Kepler-204,1,2,1.04,0.41,-0.12,0.0,0.99,0.15,-0.11,0.0
2621,14557,Kepler-205 b,Kepler-205,1,2,0.55,0.02,-0.02,0.0,,,,
2622,14570,Kepler-205 c,Kepler-205,1,2,0.62,0.04,-0.04,0.0,0.66,0.07,-0.07,0.0
2623,14583,Kepler-206 b,Kepler-206,1,3,1.14,0.18,-0.16,0.0,0.98,0.08,-0.07,0.0
2624,14593,Kepler-206 c,Kepler-206,1,3,1.27,0.43,-0.43,0.0,1.02,0.1,-0.1,0.0
2625,14604,Kepler-206 d,Kepler-206,1,3,1.17,0.07,-0.05,0.0,0.99,0.14,-0.12,0.0
2626,14615,Kepler-207 b,Kepler-207,1,3,1.73,0.09,-0.08,0.0,1.09,0.14,-0.14,0.0
2627,14625,Kepler-207 c,Kepler-207,1,3,1.71,0.07,-0.07,0.0,,,,
2628,14634,Kepler-207 d,Kepler-207,1,3,1.55,0.27,-0.32,0.0,1.18,0.11,-0.11,0.0
2629,14645,Kepler-208 b,Kepler-208,1,4,1.32,,,0.0,1.11,,,0.0
2630,14656,Kepler-208 c,Kepler-208,1,4,1.5,0.26,-0.32,0.0,1.21,0.1,-0.14,0.0
2631,14667,Kepler-208 d,Kepler-208,1,4,0.97,,,0.0,0.96,,,0.0
2632,14677,Kepler-208 e,Kepler-208,1,4,1.33,0.84,-0.27,0.0,1.12,0.31,-0.14,0.0
2633,14688,Kepler-209 b,Kepler-209,1,2,0.92,0.05,-0.04,0.0,0.95,0.03,-0.04,0.0
2634,14699,Kepler-209 c,Kepler-209,1,2,0.91,0.04,-0.04,0.0,,,,
2635,14710,Kepler-21 b,Kepler-21,2,1,1.86,0.02,-0.02,0.0,1.34,0.01,-0.01,0.0
2636,14721,Kepler-210 b,Kepler-210,1,2,0.53,0.06,-0.06,0.0,0.55,0.06,-0.06,0.0
2637,14734,Kepler-210 c,Kepler-210,1,2,0.53,0.03,-0.04,0.0,0.56,0.03,-0.04,0.0
2638,14747,Kepler-211 b,Kepler-211,1,2,0.82,0.07,-0.03,0.0,0.94,0.03,-0.08,0.0
2639,14759,Kepler-211 c,Kepler-211,1,2,0.82,0.05,-0.05,0.0,,,,
2640,14771,Kepler-212 b,Kepler-212,1,2,1.5,0.09,-0.04,0.0,1.07,0.12,-0.13,0.0
2641,14781,Kepler-212 c,Kepler-212,1,2,1.28,0.22,-0.19,0.0,1.09,0.08,-0.04,0.0
2642,14792,Kepler-213 b,Kepler-213,1,2,0.9,0.3,-0.07,0.0,0.99,0.09,-0.12,0.0
2643,14802,Kepler-213 c,Kepler-213,1,2,1.0,0.03,-0.03,0.0,1.07,0.03,-0.03,0.0
2644,14811,Kepler-214 b,Kepler-214,1,2,1.04,0.17,-0.06,0.0,1.12,0.07,-0.09,0.0
2645,14822,Kepler-214 c,Kepler-214,1,2,0.98,0.41,-0.09,0.0,1.04,0.17,-0.13,0.0
2646,14833,Kepler-215 b,Kepler-215,1,4,1.01,0.19,-0.15,0.0,0.81,0.07,-0.03,0.0
2647,14844,Kepler-215 c,Kepler-215,1,4,1.07,0.36,-0.36,0.0,0.98,0.07,-0.07,0.0
2648,14856,Kepler-215 d,Kepler-215,1,4,1.07,0.36,-0.36,0.0,0.98,0.07,-0.07,0.0
2649,14868,Kepler-215 e,Kepler-215,1,4,1.01,0.19,-0.15,0.0,0.81,0.07,-0.03,0.0
2650,14879,Kepler-216 b,Kepler-216,1,2,1.63,,,0.0,1.14,,,0.0
2651,14890,Kepler-216 c,Kepler-216,1,2,1.2,0.18,-0.12,0.0,1.11,0.07,-0.06,0.0
2652,14901,Kepler-217 b,Kepler-217,1,3,1.44,1.1,-0.25,0.0,1.43,0.29,-0.26,0.0
2653,14912,Kepler-217 c,Kepler-217,1,3,1.79,0.09,-0.11,0.0,1.4,0.32,-0.17,0.0
2654,14923,Kepler-217 d,Kepler-217,1,3,1.79,0.09,-0.11,0.0,1.4,0.32,-0.17,0.0
2655,14932,Kepler-218 b,Kepler-218,1,3,1.06,0.08,-0.08,0.0,,,,
2656,14943,Kepler-218 c,Kepler-218,1,3,1.05,0.16,-0.11,0.0,0.99,0.05,-0.06,0.0
2657,14953,Kepler-218 d,Kepler-218,1,3,1.05,0.05,-0.04,0.0,,,,
2658,14963,Kepler-219 b,Kepler-219,1,3,1.33,0.33,-0.21,0.0,1.15,0.14,-0.12,0.0
2659,14974,Kepler-219 c,Kepler-219,1,3,1.31,0.18,-0.18,0.0,1.17,0.06,-0.06,0.0
2660,14986,Kepler-219 d,Kepler-219,1,3,1.28,,,0.0,1.03,,,0.0
2661,14998,Kepler-22 b,Kepler-22,1,1,0.98,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0
2662,15008,Kepler-220 b,Kepler-220,1,4,0.69,0.04,-0.03,0.0,0.73,0.03,-0.04,0.0
2663,15020,Kepler-220 c,Kepler-220,1,4,0.64,0.03,-0.03,0.0,0.64,0.04,-0.03,0.0
2664,15032,Kepler-220 d,Kepler-220,1,4,0.77,0.08,-0.07,0.0,0.7,0.08,-0.09,0.0
2665,15044,Kepler-220 e,Kepler-220,1,4,0.69,0.03,-0.03,0.0,,,,
2666,15056,Kepler-221 b,Kepler-221,1,4,0.77,0.03,-0.03,0.0,,,,
2667,15068,Kepler-221 c,Kepler-221,1,4,0.82,0.03,-0.03,0.0,0.87,0.04,-0.04,0.0
2668,15080,Kepler-221 d,Kepler-221,1,4,0.75,0.17,-0.07,0.0,0.72,0.14,-0.05,0.0
2669,15091,Kepler-221 e,Kepler-221,1,4,0.82,0.03,-0.03,0.0,0.87,0.04,-0.04,0.0
2670,15102,Kepler-222 b,Kepler-222,1,3,0.84,0.29,-0.06,0.0,0.94,0.07,-0.08,0.0
2671,15113,Kepler-222 c,Kepler-222,1,3,0.84,0.19,-0.06,0.0,0.94,0.07,-0.1,0.0
2672,15124,Kepler-222 d,Kepler-222,1,3,0.84,0.29,-0.06,0.0,0.94,0.07,-0.08,0.0
2673,15135,Kepler-223 b,Kepler-223,1,4,1.0,0.37,-0.14,0.0,0.9,0.13,-0.08,0.0
2674,15147,Kepler-223 c,Kepler-223,1,4,1.0,0.37,-0.14,0.0,0.9,0.13,-0.08,0.0
2675,15160,Kepler-223 d,Kepler-223,1,4,1.64,0.13,-0.12,0.0,,,,
2676,15172,Kepler-223 e,Kepler-223,1,4,1.0,0.37,-0.14,0.0,0.9,0.13,-0.08,0.0
2677,15184,Kepler-224 b,Kepler-224,1,4,0.71,0.02,-0.03,0.0,0.78,0.03,-0.04,0.0
2678,15194,Kepler-224 c,Kepler-224,1,4,0.68,0.05,-0.03,0.0,0.74,0.03,-0.05,0.0
2679,15205,Kepler-224 d,Kepler-224,1,4,0.7,0.04,-0.03,0.0,,,,
2680,15216,Kepler-224 e,Kepler-224,1,4,0.7,0.12,-0.05,0.0,0.77,0.09,-0.08,0.0
2681,15227,Kepler-225 b,Kepler-225,1,2,0.44,0.07,-0.07,0.0,0.46,0.08,-0.08,0.0
2682,15240,Kepler-225 c,Kepler-225,1,2,0.48,0.02,-0.02,0.0,,,,
2683,15254,Kepler-226 b,Kepler-226,1,3,0.85,0.07,-0.06,0.0,0.89,0.04,-0.05,0.0
2684,15265,Kepler-226 c,Kepler-226,1,3,0.8,0.32,-0.32,0.0,,,,
2685,15277,Kepler-226 d,Kepler-226,1,3,0.81,0.3,-0.06,0.0,0.88,0.09,-0.09,0.0
2686,15287,Kepler-227 b,Kepler-227,1,2,0.93,0.1,-0.06,0.0,0.92,0.05,-0.05,0.0
2687,15298,Kepler-227 c,Kepler-227,1,2,0.95,,,0.0,0.97,,,0.0
2688,15309,Kepler-228 b,Kepler-228,1,3,0.97,0.41,-0.09,0.0,1.05,0.18,-0.14,0.0
2689,15319,Kepler-228 c,Kepler-228,1,3,0.92,0.13,-0.07,0.0,0.95,0.06,-0.05,0.0
2690,15330,Kepler-228 d,Kepler-228,1,3,1.18,,,0.0,1.01,,,0.0
2691,15341,Kepler-229 b,Kepler-229,1,3,0.75,,,0.0,0.8,,,0.0
2692,15352,Kepler-229 c,Kepler-229,1,3,0.74,0.12,-0.06,0.0,0.83,0.08,-0.09,0.0
2693,15363,Kepler-229 d,Kepler-229,1,3,0.72,0.04,-0.04,0.0,,,,
2694,15373,Kepler-23 b,Kepler-23,1,3,1.55,0.05,-0.05,0.0,1.08,0.08,-0.08,0.0
2695,15386,Kepler-23 c,Kepler-23,1,3,1.55,0.05,-0.05,0.0,1.08,0.08,-0.08,0.0
2696,15398,Kepler-23 d,Kepler-23,1,3,1.87,0.48,-0.48,0.0,1.19,0.13,-0.13,0.0
2697,15411,Kepler-230 b,Kepler-230,1,2,0.81,0.06,-0.06,0.0,0.84,0.05,-0.06,0.0
2698,15421,Kepler-230 c,Kepler-230,1,2,0.77,,,0.0,0.92,,,0.0
2699,15432,Kepler-231 b,Kepler-231,1,2,0.61,0.04,-0.04,0.0,0.65,0.07,-0.07,0.0
2700,15446,Kepler-231 c,Kepler-231,1,2,0.56,0.03,-0.03,0.0,0.58,0.03,-0.04,0.0
2701,15460,Kepler-232 b,Kepler-232,1,2,0.93,0.42,-0.07,0.0,1.05,0.17,-0.13,0.0
2702,15471,Kepler-232 c,Kepler-232,1,2,1.01,0.15,-0.08,0.0,1.01,0.06,-0.06,0.0
2703,15482,Kepler-233 b,Kepler-233,1,2,0.79,0.17,-0.06,0.0,0.88,0.07,-0.1,0.0
2704,15493,Kepler-233 c,Kepler-233,1,2,0.75,0.04,-0.04,0.0,0.85,0.02,-0.02,0.0
2705,15504,Kepler-234 b,Kepler-234,1,2,1.15,0.31,-0.12,0.0,1.11,0.08,-0.07,0.0
2706,15515,Kepler-234 c,Kepler-234,1,2,1.06,0.54,-0.1,0.0,1.15,0.24,-0.16,0.0
2707,15526,Kepler-235 b,Kepler-235,1,4,0.64,,,0.0,0.64,,,0.0
2708,15541,Kepler-235 c,Kepler-235,1,4,0.49,0.02,-0.03,0.0,0.51,0.02,-0.02,0.0
2709,15554,Kepler-235 d,Kepler-235,1,4,0.55,0.01,-0.01,0.0,0.58,0.02,-0.02,0.0
2710,15569,Kepler-235 e,Kepler-235,1,4,0.64,,,0.0,0.64,,,0.0
2711,15584,Kepler-236 b,Kepler-236,1,2,0.51,0.06,-0.06,0.0,0.54,0.06,-0.06,0.0
2712,15596,Kepler-236 c,Kepler-236,1,2,0.47,0.06,-0.06,0.0,0.49,0.05,-0.06,0.0
2713,15610,Kepler-237 b,Kepler-237,1,2,0.76,0.03,-0.03,0.0,0.81,0.03,-0.04,0.0
2714,15620,Kepler-237 c,Kepler-237,1,2,0.73,0.08,-0.06,0.0,0.73,0.09,-0.06,0.0
2715,15631,Kepler-238 b,Kepler-238,1,5,0.9,1.3,-1.3,0.0,0.97,0.33,-0.33,0.0
2716,15641,Kepler-238 c,Kepler-238,1,5,1.43,0.26,-0.26,0.0,,,,
2717,15652,Kepler-238 d,Kepler-238,1,5,1.73,,,0.0,1.0,,,0.0
2718,15663,Kepler-238 e,Kepler-238,1,5,0.9,1.3,-1.3,0.0,0.97,0.33,-0.33,0.0
2719,15674,Kepler-238 f,Kepler-238,1,5,1.38,0.24,-0.27,0.0,1.08,0.1,-0.07,0.0
2720,15685,Kepler-239 b,Kepler-239,1,2,0.73,0.09,-0.06,0.0,0.8,0.06,-0.08,0.0
2721,15696,Kepler-239 c,Kepler-239,1,2,0.66,0.02,-0.02,0.0,0.76,0.02,-0.02,0.0
2722,15707,Kepler-24 b,Kepler-24,1,4,1.09,0.4,-0.16,0.0,0.96,0.15,-0.11,0.0
2723,15718,Kepler-24 c,Kepler-24,1,4,1.11,0.06,-0.06,0.0,,,,
2724,15729,Kepler-24 d,Kepler-24,1,4,1.11,0.14,-0.13,0.0,0.98,0.06,-0.06,0.0
2725,15738,Kepler-24 e,Kepler-24,1,4,1.09,,,0.0,1.11,,,0.0
2726,15748,Kepler-240 b,Kepler-240,1,2,0.66,0.02,-0.02,0.0,0.75,0.02,-0.02,0.0
2727,15759,Kepler-240 c,Kepler-240,1,2,0.76,0.04,-0.04,0.0,,,,
2728,15771,Kepler-241 b,Kepler-241,1,2,0.65,0.02,-0.02,0.0,0.67,0.02,-0.02,0.0
2729,15781,Kepler-241 c,Kepler-241,1,2,0.69,0.05,-0.07,0.0,0.67,0.08,-0.05,0.0
2730,15791,Kepler-242 b,Kepler-242,1,2,0.71,0.56,-0.56,0.0,0.72,0.09,-0.09,0.0
2731,15802,Kepler-242 c,Kepler-242,1,2,0.72,,,0.0,0.77,,,0.0
2732,15813,Kepler-243 b,Kepler-243,1,2,0.83,0.04,-0.04,0.0,,,,
2733,15824,Kepler-243 c,Kepler-243,1,2,0.83,0.04,-0.04,0.0,,,,
2734,15835,Kepler-244 b,Kepler-244,1,3,0.81,0.39,-0.39,0.0,0.91,0.09,-0.09,0.0
2735,15846,Kepler-244 c,Kepler-244,1,3,0.83,,,0.0,0.95,,,0.0
2736,15858,Kepler-244 d,Kepler-244,1,3,0.83,,,0.0,0.95,,,0.0
2737,15870,Kepler-245 b,Kepler-245,1,4,0.87,0.37,-0.1,0.0,0.8,0.13,-0.06,0.0
2738,15881,Kepler-245 c,Kepler-245,1,4,0.87,0.37,-0.1,0.0,0.8,0.13,-0.06,0.0
2739,15893,Kepler-245 d,Kepler-245,1,4,0.87,,,0.0,0.8,,,0.0
2740,15904,Kepler-245 e,Kepler-245,1,4,0.87,0.37,-0.1,0.0,0.8,0.13,-0.06,0.0
2741,15913,Kepler-246 b,Kepler-246,1,2,0.8,,,0.0,0.85,,,0.0
2742,15924,Kepler-246 c,Kepler-246,1,2,0.8,,,0.0,0.85,,,0.0
2743,15935,Kepler-247 b,Kepler-247,1,3,0.84,,,0.0,0.81,,,0.0
2744,15946,Kepler-247 c,Kepler-247,1,3,0.68,0.21,-0.21,0.0,0.77,0.04,-0.04,0.0
2745,15957,Kepler-247 d,Kepler-247,1,3,0.84,,,0.0,0.81,,,0.0
2746,15967,Kepler-248 b,Kepler-248,1,2,0.84,0.07,-0.03,0.0,0.94,0.02,-0.06,0.0
2747,15978,Kepler-248 c,Kepler-248,1,2,0.82,0.02,-0.01,0.0,0.9,0.02,-0.02,0.0
2748,15989,Kepler-249 b,Kepler-249,1,3,0.46,0.04,-0.04,0.0,0.48,0.06,-0.06,0.0
2749,16004,Kepler-249 c,Kepler-249,1,3,0.49,0.02,-0.02,0.0,0.51,0.03,-0.03,0.0
2750,16019,Kepler-249 d,Kepler-249,1,3,0.42,0.06,-0.06,0.0,0.44,0.06,-0.06,0.0
2751,16034,Kepler-25 b,Kepler-25,2,3,1.48,0.08,-0.1,0.0,1.2,0.21,-0.14,0.0
2752,16049,Kepler-25 c,Kepler-25,2,3,1.48,0.08,-0.1,0.0,1.2,0.21,-0.14,0.0
2753,16065,Kepler-25 d,Kepler-25,2,3,1.31,0.02,-0.02,0.0,1.19,0.06,-0.06,0.0
2754,16067,Kepler-250 b,Kepler-250,1,3,0.84,0.03,-0.07,0.0,0.8,0.06,-0.03,0.0
2755,16077,Kepler-250 c,Kepler-250,1,3,0.8,0.2,-0.06,0.0,0.85,0.09,-0.08,0.0
2756,16088,Kepler-250 d,Kepler-250,1,3,0.79,0.04,-0.03,0.0,0.83,0.03,-0.04,0.0
2757,16099,Kepler-251 b,Kepler-251,1,4,1.07,0.38,-0.17,0.0,0.94,0.14,-0.09,0.0
2758,16109,Kepler-251 c,Kepler-251,1,4,1.07,0.38,-0.17,0.0,0.94,0.14,-0.09,0.0
2759,16120,Kepler-251 d,Kepler-251,1,4,1.07,0.38,-0.17,0.0,0.94,0.14,-0.09,0.0
2760,16131,Kepler-251 e,Kepler-251,1,4,1.07,0.38,-0.17,0.0,0.94,0.14,-0.09,0.0
2761,16141,Kepler-252 b,Kepler-252,1,2,0.59,0.09,-0.09,0.0,0.61,0.1,-0.1,0.0
2762,16152,Kepler-252 c,Kepler-252,1,2,0.59,0.09,-0.09,0.0,0.61,0.1,-0.1,0.0
2763,16164,Kepler-253 b,Kepler-253,1,3,0.79,0.32,-0.32,0.0,,,,
2764,16174,Kepler-253 c,Kepler-253,1,3,0.79,0.16,-0.06,0.0,0.87,0.07,-0.09,0.0
2765,16185,Kepler-253 d,Kepler-253,1,3,0.78,0.11,-0.06,0.0,0.87,0.06,-0.09,0.0
2766,16196,Kepler-254 b,Kepler-254,1,3,0.9,0.09,-0.06,0.0,0.93,0.04,-0.05,0.0
2767,16207,Kepler-254 c,Kepler-254,1,3,0.93,0.07,-0.06,0.0,,,,
2768,16219,Kepler-254 d,Kepler-254,1,3,0.89,0.35,-0.07,0.0,0.97,0.11,-0.12,0.0
2769,16231,Kepler-255 b,Kepler-255,1,3,0.93,0.37,-0.37,0.0,,,,
2770,16241,Kepler-255 c,Kepler-255,1,3,0.89,0.35,-0.06,0.0,1.01,0.11,-0.11,0.0
2771,16252,Kepler-255 d,Kepler-255,1,3,0.93,0.05,-0.05,0.0,,,,
2772,16261,Kepler-256 b,Kepler-256,1,4,0.89,0.44,-0.44,0.0,1.0,0.11,-0.11,0.0
2773,16271,Kepler-256 c,Kepler-256,1,4,0.96,0.41,-0.09,0.0,1.07,0.18,-0.15,0.0
2774,16281,Kepler-256 d,Kepler-256,1,4,0.89,0.44,-0.44,0.0,1.0,0.11,-0.11,0.0
2775,16291,Kepler-256 e,Kepler-256,1,4,1.14,0.18,-0.16,0.0,0.97,0.05,-0.04,0.0
2776,16302,Kepler-257 b,Kepler-257,1,3,0.97,0.33,-0.15,0.0,0.87,0.07,-0.06,0.0
2777,16312,Kepler-257 c,Kepler-257,1,3,0.75,0.82,-0.82,0.0,0.74,0.14,-0.14,0.0
2778,16322,Kepler-257 d,Kepler-257,1,3,0.97,0.71,-0.14,0.0,0.87,0.1,-0.06,0.0
2779,16332,Kepler-258 b,Kepler-258,1,2,0.89,1.71,-0.1,0.0,0.83,0.19,-0.05,0.0
2780,16343,Kepler-258 c,Kepler-258,1,2,0.89,1.71,-0.1,0.0,0.83,0.19,-0.05,0.0
2781,16354,Kepler-259 b,Kepler-259,1,2,0.9,0.11,-0.06,0.0,0.93,0.04,-0.05,0.0
2782,16365,Kepler-259 c,Kepler-259,1,2,0.89,,,0.0,0.99,,,0.0
2783,16376,Kepler-26 b,Kepler-26,1,4,0.53,0.08,-0.08,0.0,0.55,0.08,-0.08,0.0
2784,16392,Kepler-26 c,Kepler-26,1,4,0.53,0.08,-0.08,0.0,0.55,0.08,-0.08,0.0
2785,16409,Kepler-26 d,Kepler-26,1,4,0.57,0.03,-0.03,0.0,,,,
2786,16423,Kepler-26 e,Kepler-26,1,4,0.45,0.09,-0.1,0.0,0.47,0.08,-0.11,0.0
2787,16436,Kepler-260 b,Kepler-260,1,2,0.9,0.39,-0.39,0.0,0.9,0.1,-0.1,0.0
2788,16447,Kepler-260 c,Kepler-260,1,2,1.09,,,0.0,0.9,,,0.0
2789,16458,Kepler-261 b,Kepler-261,1,2,0.75,0.03,-0.03,0.0,,,,
2790,16469,Kepler-261 c,Kepler-261,1,2,0.77,0.07,-0.03,0.0,0.86,0.04,-0.06,0.0
2791,16480,Kepler-262 b,Kepler-262,1,2,0.88,0.38,-0.38,0.0,0.99,0.08,-0.08,0.0
2792,16491,Kepler-262 c,Kepler-262,1,2,1.05,0.19,-0.12,0.0,1.03,0.1,-0.07,0.0
2793,16502,Kepler-263 b,Kepler-263,1,2,0.73,,,0.0,0.88,,,0.0
2794,16513,Kepler-263 c,Kepler-263,1,2,0.77,0.21,-0.21,0.0,0.8,0.04,-0.04,0.0
2795,16524,Kepler-264 b,Kepler-264,1,2,2.02,0.36,-0.36,0.0,1.46,0.13,-0.12,0.0
2796,16535,Kepler-264 c,Kepler-264,1,2,2.1,0.35,-0.57,0.0,1.47,0.13,-0.2,0.0
2797,16545,Kepler-265 b,Kepler-265,1,4,1.03,0.13,-0.09,0.0,0.98,0.05,-0.05,0.0
2798,16555,Kepler-265 c,Kepler-265,1,4,1.1,0.23,-0.23,0.0,,,,
2799,16566,Kepler-265 d,Kepler-265,1,4,1.07,0.16,-0.17,0.0,0.88,0.07,-0.05,0.0
2800,16576,Kepler-265 e,Kepler-265,1,4,1.03,0.13,-0.09,0.0,0.98,0.05,-0.05,0.0
2801,16587,Kepler-266 b,Kepler-266,1,2,1.12,0.07,-0.07,0.0,,,,
2802,16598,Kepler-266 c,Kepler-266,1,2,1.02,0.45,-0.11,0.0,1.05,0.2,-0.13,0.0
2803,16609,Kepler-267 b,Kepler-267,1,3,0.47,0.06,-0.06,0.0,0.49,0.07,-0.07,0.0
2804,16625,Kepler-267 c,Kepler-267,1,3,0.54,0.03,-0.03,0.0,0.56,0.03,-0.03,0.0
2805,16640,Kepler-267 d,Kepler-267,1,3,0.56,0.02,-0.02,0.0,,,,
