,pl_name,sy_snum,sy_pnum,st_mass
2223,Kepler-1474 b,1,1,1.12
2224,Kepler-1475 b,1,1,1.02
2225,Kepler-1476 b,1,1,0.96
2226,Kepler-1477 b,1,1,0.76
2227,Kepler-1478 b,1,1,0.93
2228,Kepler-1479 b,1,1,1.05
2229,Kepler-148 b,1,3,0.86
2230,Kepler-148 c,1,3,0.89
2231,Kepler-148 d,1,3,0.89
2232,Kepler-1480 b,2,1,0.96
2233,Kepler-1481 b,1,1,0.77
2234,Kepler-1482 b,1,1,0.71
2235,Kepler-1483 b,1,1,1.07
2236,Kepler-1484 b,1,1,0.99
2237,Kepler-1485 b,1,1,
2238,Kepler-1486 b,1,1,1.08
2239,Kepler-1487 b,1,1,1.8
2240,Kepler-1488 b,1,1,0.99
2241,Kepler-1489 b,1,1,0.93
2242,Kepler-149 b,1,3,0.93
2243,Kepler-149 c,1,3,0.93
2244,Kepler-149 d,1,3,0.93
2245,Kepler-1490 b,1,1,0.9
2246,Kepler-1491 b,1,1,1.01
2247,Kepler-1492 b,1,1,0.95
2248,Kepler-1493 b,1,1,0.71
2249,Kepler-1494 b,1,1,1.01
2250,Kepler-1495 b,1,1,1.03
2251,Kepler-1496 b,1,1,1.18
2252,Kepler-1497 b,1,1,
2253,Kepler-1498 b,1,1,
2254,Kepler-1499 b,1,1,0.72
2255,Kepler-15 b,1,1,1.02
2256,Kepler-150 b,1,5,0.97
2257,Kepler-150 c,1,5,0.94
2258,Kepler-150 d,1,5,0.96
2259,Kepler-150 e,1,5,0.94
2260,Kepler-150 f,1,5,0.97
2261,Kepler-1500 b,1,1,1.08
2262,Kepler-1501 b,1,1,
2263,Kepler-1502 b,1,1,1.17
2264,Kepler-1503 b,1,1,0.77
2265,Kepler-1504 b,1,1,0.97
2266,Kepler-1505 b,1,1,0.97
2267,Kepler-1506 b,1,1,1.08
2268,Kepler-1507 b,1,1,0.92
2269,Kepler-1508 b,1,1,1.14
2270,Kepler-1509 b,1,1,1.0
2271,Kepler-151 b,1,2,0.91
2272,Kepler-151 c,1,2,
2273,Kepler-1510 b,1,1,1.27
2274,Kepler-1511 b,1,1,1.41
2275,Kepler-1512 b,1,1,
2276,Kepler-1513 b,1,1,0.99
2277,Kepler-1514 b,1,2,1.21
2278,Kepler-1514 c,1,2,1.2
2279,Kepler-1515 b,1,1,1.2
2280,Kepler-1516 b,1,1,
2281,Kepler-1517 b,1,1,1.53
2282,Kepler-1518 b,1,1,1.49
2283,Kepler-1519 b,1,1,1.0
2284,Kepler-152 b,1,2,0.85
2285,Kepler-152 c,1,2,0.83
2286,Kepler-1520 b,1,1,0.67
2287,Kepler-1521 b,1,1,0.75
2288,Kepler-1522 b,1,1,
2289,Kepler-1523 b,1,1,0.97
2290,Kepler-1524 b,1,1,0.88
2291,Kepler-1525 b,1,1,1.07
2292,Kepler-1526 b,1,1,0.64
2293,Kepler-1527 b,1,1,0.99
2294,Kepler-1528 b,1,1,1.03
2295,Kepler-1529 b,1,1,0.81
2296,Kepler-153 b,1,2,0.91
2297,Kepler-153 c,1,2,0.77
2298,Kepler-1530 b,1,2,1.01
2299,Kepler-1530 c,1,2,0.92
2300,Kepler-1531 b,1,1,1.05
2301,Kepler-1532 b,1,1,1.02
2302,Kepler-1533 b,1,1,1.32
2303,Kepler-1534 b,1,1,
2304,Kepler-1535 b,1,1,1.04
2305,Kepler-1536 b,1,1,
2306,Kepler-1537 b,1,1,0.94
2307,Kepler-1538 b,1,1,1.11
2308,Kepler-1539 b,1,1,
2309,Kepler-154 b,1,5,0.92
2310,Kepler-154 c,1,5,0.92
2311,Kepler-154 d,1,5,1.03
2312,Kepler-154 e,1,5,0.92
2313,Kepler-154 f,1,5,0.92
2314,Kepler-1540 b,2,1,
2315,Kepler-1541 b,1,1,0.91
2316,Kepler-1542 b,1,4,0.87
2317,Kepler-1542 c,1,4,0.87
2318,Kepler-1542 d,1,4,
2319,Kepler-1542 e,1,4,
2320,Kepler-1543 b,1,1,1.39
2321,Kepler-1544 b,1,1,0.81
2322,Kepler-1545 b,1,1,0.8
2323,Kepler-1546 b,1,1,0.88
2324,Kepler-1547 b,1,1,1.12
2325,Kepler-1548 b,1,1,0.99
2326,Kepler-1549 b,1,1,0.97
2327,Kepler-155 b,1,2,0.68
2328,Kepler-155 c,1,2,0.56
2329,Kepler-1550 b,1,1,
2330,Kepler-1551 b,1,1,1.14
2331,Kepler-1552 b,1,1,0.79
2332,Kepler-1553 b,1,1,0.82
2333,Kepler-1554 b,1,1,0.88
2334,Kepler-1555 b,1,1,1.07
2335,Kepler-1556 b,1,1,0.98
2336,Kepler-1557 b,1,1,1.12
2337,Kepler-1558 b,1,1,0.8
2338,Kepler-1559 b,1,1,0.89
2339,Kepler-156 b,1,2,
2340,Kepler-156 c,1,2,0.84
2341,Kepler-1560 b,1,1,0.91
2342,Kepler-1561 b,1,1,0.96
2343,Kepler-1562 b,1,1,1.03
2344,Kepler-1563 b,1,1,
2345,Kepler-1564 b,1,1,0.95
2346,Kepler-1565 b,1,1,
2347,Kepler-1566 b,1,1,0.75
2348,Kepler-1567 b,1,1,0.95
2349,Kepler-1568 b,1,1,1.09
2350,Kepler-1569 b,1,1,1.04
2351,Kepler-157 b,1,3,1.02
2352,Kepler-157 c,1,3,1.02
2353,Kepler-157 d,1,3,1.02
2354,Kepler-1570 b,1,1,1.07
2355,Kepler-1571 b,1,1,0.94
2356,Kepler-1572 b,1,1,1.08
2357,Kepler-1573 b,1,1,0.93
2358,Kepler-1574 b,1,1,1.13
2359,Kepler-1575 b,1,1,
2360,Kepler-1576 b,1,1,1.04
2361,Kepler-1577 b,1,1,0.95
2362,Kepler-1578 b,1,1,1.01
2363,Kepler-1579 b,1,1,
2364,Kepler-158 b,1,2,0.66
2365,Kepler-158 c,1,2,0.66
2366,Kepler-1580 b,1,1,1.16
2367,Kepler-1581 b,1,1,1.07
2368,Kepler-1582 b,1,1,0.18
2369,Kepler-1583 b,1,1,1.0
2370,Kepler-1584 b,1,1,1.24
2371,Kepler-1585 b,1,1,0.94
2372,Kepler-1586 b,1,1,1.11
2373,Kepler-1587 b,1,1,1.08
2374,Kepler-1588 b,1,1,0.96
2375,Kepler-1589 b,1,1,1.13
2376,Kepler-159 b,1,2,0.52
2377,Kepler-159 c,1,2,0.63
2378,Kepler-1590 b,1,1,1.11
2379,Kepler-1591 b,1,1,1.11
2380,Kepler-1592 b,1,1,0.91
2381,Kepler-1593 b,1,1,0.5
2382,Kepler-1594 b,1,1,1.06
2383,Kepler-1595 b,1,1,0.85
2384,Kepler-1596 b,1,1,1.01
2385,Kepler-1597 b,1,1,1.19
2386,Kepler-1598 b,1,1,
2387,Kepler-1599 b,1,1,1.0
2388,Kepler-16 b,2,1,0.69
2389,Kepler-160 b,1,3,0.99
2390,Kepler-160 c,1,3,0.89
2391,Kepler-160 d,1,3,
2392,Kepler-1600 b,1,1,0.93
2393,Kepler-1601 b,1,1,1.08
2394,Kepler-1602 b,1,1,1.22
2395,Kepler-1603 b,1,1,1.21
2396,Kepler-1604 b,1,1,0.81
2397,Kepler-1605 b,1,1,1.66
2398,Kepler-1606 b,1,1,
2399,Kepler-1607 b,1,1,0.89
2400,Kepler-1608 b,1,1,0.7
2401,Kepler-1609 b,1,1,1.23
2402,Kepler-161 b,1,2,0.78
2403,Kepler-161 c,1,2,0.82
2404,Kepler-1610 b,1,1,
2405,Kepler-1611 b,1,1,0.79
2406,Kepler-1612 b,1,1,
2407,Kepler-1613 b,1,1,1.06
2408,Kepler-1614 b,1,1,0.9
2409,Kepler-1615 b,1,1,1.04
2410,Kepler-1616 b,1,1,1.19
2411,Kepler-1617 b,1,1,1.08
2412,Kepler-1618 b,1,1,1.41
2413,Kepler-1619 b,1,1,0.97
2414,Kepler-162 b,1,2,0.88
2415,Kepler-162 c,1,2,1.03
2416,Kepler-1620 b,1,1,1.15
2417,Kepler-1621 b,1,1,1.17
2418,Kepler-1622 b,1,1,1.16
2419,Kepler-1623 b,1,1,0.98
2420,Kepler-1624 b,1,1,
2421,Kepler-1625 b,1,1,0.94
2422,Kepler-1626 b,1,1,1.42
2423,Kepler-1627 b,1,1,
2424,Kepler-1628 b,1,1,0.55
2425,Kepler-1629 b,1,1,1.01
2426,Kepler-163 b,1,2,0.94
2427,Kepler-163 c,1,2,0.88
2428,Kepler-1630 b,1,1,0.75
2429,Kepler-1631 b,1,1,
2430,Kepler-1632 b,1,1,0.84
2431,Kepler-1633 b,1,1,1.18
2432,Kepler-1634 b,1,1,0.92
2433,Kepler-1635 b,1,1,0.85
2434,Kepler-1636 b,1,1,
2435,Kepler-1637 b,1,1,
2436,Kepler-1638 b,1,1,0.82
2437,Kepler-1639 b,1,1,1.11
2438,Kepler-164 b,1,3,
2439,Kepler-164 c,1,3,1.14
2440,Kepler-164 d,1,3,1.08
2441,Kepler-1640 b,1,1,1.35
2442,Kepler-1641 b,1,2,1.1
2443,Kepler-1641 c,1,2,1.1
2444,Kepler-1642 b,1,2,0.85
2445,Kepler-1642 c,1,2,
2446,Kepler-1643 b,1,1,0.92
2447,Kepler-1644 b,1,1,0.86
2448,Kepler-1645 b,1,1,1.08
2449,Kepler-1646 b,1,1,0.24
2450,Kepler-1647 b,2,1,1.22
2451,Kepler-1649 b,1,2,0.1
2452,Kepler-1649 c,1,2,0.1
2453,Kepler-165 b,1,2,0.8
2454,Kepler-165 c,1,2,0.86
2455,Kepler-1650 b,1,1,0.35
2456,Kepler-1651 b,2,1,0.45
2457,Kepler-1652 b,1,1,0.52
2458,Kepler-1653 b,1,1,
2459,Kepler-1654 b,1,1,1.01
2460,Kepler-1655 b,1,1,1.03
2461,Kepler-1656 b,1,1,0.99
2462,Kepler-1658 b,1,1,1.61
2463,Kepler-166 b,1,3,0.89
2464,Kepler-166 c,1,3,0.89
2465,Kepler-166 d,1,3,
2466,Kepler-1661 b,2,1,0.84
2467,Kepler-1663 b,1,1,0.51
2468,Kepler-1664 b,1,1,
2469,Kepler-1665 b,1,1,0.95
2470,Kepler-1666 b,1,2,1.23
2471,Kepler-1666 c,1,2,1.08
2472,Kepler-1667 b,1,1,1.09
2473,Kepler-1668 b,1,1,1.06
2474,Kepler-1669 b,1,1,0.67
2475,Kepler-167 b,2,4,
2476,Kepler-167 c,2,4,0.77
2477,Kepler-167 d,2,4,
2478,Kepler-167 e,2,4,0.78
2479,Kepler-1670 b,1,1,1.05
2480,Kepler-1671 b,1,1,0.77
2481,Kepler-1672 b,1,1,1.14
2482,Kepler-1673 b,1,1,1.1
2483,Kepler-1674 b,1,1,0.96
2484,Kepler-1675 b,1,1,1.06
2485,Kepler-1676 b,1,1,1.07
2486,Kepler-1677 b,1,1,1.11
2487,Kepler-1678 b,1,1,1.05
2488,Kepler-1679 b,1,1,0.97
2489,Kepler-168 b,1,2,1.11
2490,Kepler-168 c,1,2,1.09
2491,Kepler-1680 b,1,1,0.83
2492,Kepler-1681 b,1,1,0.72
2493,Kepler-1682 b,1,1,0.93
2494,Kepler-1683 b,1,1,0.97
2495,Kepler-1684 b,1,1,0.67
2496,Kepler-1685 b,1,1,0.96
2497,Kepler-1686 b,1,1,1.0
2498,Kepler-1687 b,1,1,0.65
2499,Kepler-1688 b,1,1,0.81
2500,Kepler-1689 b,1,1,1.02
2501,Kepler-169 b,1,5,
2502,Kepler-169 c,1,5,0.85
2503,Kepler-169 d,1,5,0.81
2504,Kepler-169 e,1,5,
2505,Kepler-169 f,1,5,0.84
2506,Kepler-1690 b,1,1,0.91
2507,Kepler-1691 b,1,1,1.11
2508,Kepler-1692 b,1,1,0.82
2509,Kepler-1693 b,1,1,0.95
2510,Kepler-1694 b,1,1,0.68
2511,Kepler-1695 b,1,1,0.86
2512,Kepler-1696 b,1,1,1.05
2513,Kepler-1697 b,1,1,0.96
2514,Kepler-1698 b,1,1,0.82
2515,Kepler-1699 b,1,1,
2516,Kepler-17 b,1,1,1.02
2517,Kepler-170 b,1,2,1.03
2518,Kepler-170 c,1,2,0.96
2519,Kepler-1700 b,1,1,1.25
2520,Kepler-1701 b,1,1,0.87
2521,Kepler-1702 b,1,1,0.85
2522,Kepler-1704 b,1,1,1.17
2523,Kepler-171 b,1,3,0.93
2524,Kepler-171 c,1,3,0.97
2525,Kepler-171 d,1,3,0.91
2526,Kepler-172 b,1,4,
2527,Kepler-172 c,1,4,0.85
2528,Kepler-172 d,1,4,0.95
2529,Kepler-172 e,1,4,0.96
2530,Kepler-173 b,1,2,
2531,Kepler-173 c,1,2,0.79
2532,Kepler-174 b,1,3,0.6
2533,Kepler-174 c,1,3,0.58
2534,Kepler-174 d,1,3,0.64
2535,Kepler-175 b,1,2,1.04
2536,Kepler-175 c,1,2,1.08
2537,Kepler-176 b,1,4,0.87
2538,Kepler-176 c,1,4,0.83
2539,Kepler-176 d,1,4,0.83
2540,Kepler-176 e,1,4,0.87
2541,Kepler-177 b,1,2,1.04
2542,Kepler-177 c,1,2,1.04
2543,Kepler-178 b,1,3,0.89
2544,Kepler-178 c,1,3,0.86
2545,Kepler-178 d,1,3,0.86
2546,Kepler-179 b,1,2,
2547,Kepler-179 c,1,2,
2548,Kepler-18 b,1,3,0.93
2549,Kepler-18 c,1,3,0.94
2550,Kepler-18 d,1,3,0.88
2551,Kepler-180 b,1,2,0.95
2552,Kepler-180 c,1,2,0.95
2553,Kepler-181 b,1,2,0.84
2554,Kepler-181 c,1,2,
2555,Kepler-182 b,1,2,1.07
2556,Kepler-182 c,1,2,1.2
2557,Kepler-183 b,1,2,1.04
2558,Kepler-183 c,1,2,1.01
2559,Kepler-184 b,1,3,0.87
2560,Kepler-184 c,1,3,0.87
2561,Kepler-184 d,1,3,0.95
2562,Kepler-185 b,1,2,
2563,Kepler-185 c,1,2,0.81
2564,Kepler-186 b,1,5,0.54
2565,Kepler-186 c,1,5,0.48
2566,Kepler-186 d,1,5,0.54
2567,Kepler-186 e,1,5,0.55
2568,Kepler-186 f,1,5,0.48
2569,Kepler-187 b,1,2,1.06
2570,Kepler-187 c,1,2,1.11
2571,Kepler-188 b,1,2,1.02
2572,Kepler-188 c,1,2,1.01
2573,Kepler-189 b,1,2,0.79
2574,Kepler-189 c,1,2,0.84
2575,Kepler-19 b,1,3,0.94
2576,Kepler-19 c,1,3,0.94
2577,Kepler-19 d,1,3,0.94
2578,Kepler-190 b,1,2,0.87
2579,Kepler-190 c,1,2,0.87
2580,Kepler-191 b,1,3,0.88
2581,Kepler-191 c,1,3,0.88
2582,Kepler-191 d,1,3,0.87
2583,Kepler-192 b,1,3,0.89
2584,Kepler-192 c,1,3,0.89
2585,Kepler-192 d,1,3,
2586,Kepler-193 b,1,2,1.21
2587,Kepler-193 c,1,2,1.12
2588,Kepler-194 b,1,3,0.96
2589,Kepler-194 c,1,3,
2590,Kepler-194 d,1,3,1.05
2591,Kepler-195 b,1,2,0.88
2592,Kepler-195 c,1,2,0.88
2593,Kepler-196 b,1,2,0.93
2594,Kepler-196 c,1,2,0.81
2595,Kepler-197 b,2,4,0.86
2596,Kepler-197 c,2,4,
2597,Kepler-197 d,2,4,1.09
2598,Kepler-197 e,2,4,1.09
2599,Kepler-198 b,1,3,0.97
2600,Kepler-198 c,1,3,0.95
2601,Kepler-198 d,1,3,0.95
2602,Kepler-199 b,1,2,0.98
2603,Kepler-199 c,1,2,1.01
2604,Kepler-20 b,2,6,0.9
2605,Kepler-20 c,2,6,0.88
2606,Kepler-20 d,2,6,0.96
2607,Kepler-20 e,2,6,0.95
2608,Kepler-20 f,2,6,0.88
2609,Kepler-20 g,2,6,0.95
2610,Kepler-200 b,1,2,
2611,Kepler-200 c,1,2,1.04
2612,Kepler-201 b,1,2,1.1
2613,Kepler-201 c,1,2,1.18
2614,Kepler-202 b,1,2,0.73
2615,Kepler-202 c,1,2,0.73
2616,Kepler-203 b,1,3,
2617,Kepler-203 c,1,3,1.01
2618,Kepler-203 d,1,3,1.06
2619,Kepler-204 b,1,2,0.99
2620,Kepler-204 c,1,2,0.99
2621,Kepler-205 b,1,2,
2622,Kepler-205 c,1,2,0.66
2623,Kepler-206 b,1,3,0.98
2624,Kepler-206 c,1,3,1.02
2625,Kepler-206 d,1,3,0.99
2626,Kepler-207 b,1,3,1.09
2627,Kepler-207 c,1,3,
2628,Kepler-207 d,1,3,1.18
2629,Kepler-208 b,1,4,1.11
2630,Kepler-208 c,1,4,1.21
2631,Kepler-208 d,1,4,0.96
2632,Kepler-208 e,1,4,1.12
2633,Kepler-209 b,1,2,0.95
2634,Kepler-209 c,1,2,
2635,Kepler-21 b,2,1,1.34
2636,Kepler-210 b,1,2,0.55
2637,Kepler-210 c,1,2,0.56
2638,Kepler-211 b,1,2,0.94
2639,Kepler-211 c,1,2,
2640,Kepler-212 b,1,2,1.07
2641,Kepler-212 c,1,2,1.09
2642,Kepler-213 b,1,2,0.99
2643,Kepler-213 c,1,2,1.07
2644,Kepler-214 b,1,2,1.12
2645,Kepler-214 c,1,2,1.04
2646,Kepler-215 b,1,4,0.81
2647,Kepler-215 c,1,4,0.98
2648,Kepler-215 d,1,4,0.98
2649,Kepler-215 e,1,4,0.81
2650,Kepler-216 b,1,2,1.14
2651,Kepler-216 c,1,2,1.11
2652,Kepler-217 b,1,3,1.43
2653,Kepler-217 c,1,3,1.4
2654,Kepler-217 d,1,3,1.4
2655,Kepler-218 b,1,3,
2656,Kepler-218 c,1,3,0.99
2657,Kepler-218 d,1,3,
2658,Kepler-219 b,1,3,1.15
2659,Kepler-219 c,1,3,1.17
2660,Kepler-219 d,1,3,1.03
2661,Kepler-22 b,1,1,0.97
2662,Kepler-220 b,1,4,0.73
2663,Kepler-220 c,1,4,0.64
2664,Kepler-220 d,1,4,0.7
2665,Kepler-220 e,1,4,
2666,Kepler-221 b,1,4,
2667,Kepler-221 c,1,4,0.87
2668,Kepler-221 d,1,4,0.72
2669,Kepler-221 e,1,4,0.87
2670,Kepler-222 b,1,3,0.94
2671,Kepler-222 c,1,3,0.94
2672,Kepler-222 d,1,3,0.94
2673,Kepler-223 b,1,4,0.9
2674,Kepler-223 c,1,4,0.9
2675,Kepler-223 d,1,4,
2676,Kepler-223 e,1,4,0.9
2677,Kepler-224 b,1,4,0.78
2678,Kepler-224 c,1,4,0.74
2679,Kepler-224 d,1,4,
2680,Kepler-224 e,1,4,0.77
2681,Kepler-225 b,1,2,0.46
2682,Kepler-225 c,1,2,
2683,Kepler-226 b,1,3,0.89
2684,Kepler-226 c,1,3,
2685,Kepler-226 d,1,3,0.88
2686,Kepler-227 b,1,2,0.92
2687,Kepler-227 c,1,2,0.97
2688,Kepler-228 b,1,3,1.05
2689,Kepler-228 c,1,3,0.95
2690,Kepler-228 d,1,3,1.01
2691,Kepler-229 b,1,3,0.8
2692,Kepler-229 c,1,3,0.83
2693,Kepler-229 d,1,3,
2694,Kepler-23 b,1,3,1.08
2695,Kepler-23 c,1,3,1.08
2696,Kepler-23 d,1,3,1.19
2697,Kepler-230 b,1,2,0.84
2698,Kepler-230 c,1,2,0.92
2699,Kepler-231 b,1,2,0.65
2700,Kepler-231 c,1,2,0.58
2701,Kepler-232 b,1,2,1.05
2702,Kepler-232 c,1,2,1.01
2703,Kepler-233 b,1,2,0.88
2704,Kepler-233 c,1,2,0.85
2705,Kepler-234 b,1,2,1.11
2706,Kepler-234 c,1,2,1.15
2707,Kepler-235 b,1,4,0.64
2708,Kepler-235 c,1,4,0.51
2709,Kepler-235 d,1,4,0.58
2710,Kepler-235 e,1,4,0.64
2711,Kepler-236 b,1,2,0.54
2712,Kepler-236 c,1,2,0.49
2713,Kepler-237 b,1,2,0.81
2714,Kepler-237 c,1,2,0.73
2715,Kepler-238 b,1,5,0.97
2716,Kepler-238 c,1,5,
2717,Kepler-238 d,1,5,1.0
2718,Kepler-238 e,1,5,0.97
2719,Kepler-238 f,1,5,1.08
2720,Kepler-239 b,1,2,0.8
2721,Kepler-239 c,1,2,0.76
2722,Kepler-24 b,1,4,0.96
2723,Kepler-24 c,1,4,
2724,Kepler-24 d,1,4,0.98
2725,Kepler-24 e,1,4,1.11
2726,Kepler-240 b,1,2,0.75
2727,Kepler-240 c,1,2,
2728,Kepler-241 b,1,2,0.67
2729,Kepler-241 c,1,2,0.67
2730,Kepler-242 b,1,2,0.72
2731,Kepler-242 c,1,2,0.77
2732,Kepler-243 b,1,2,
2733,Kepler-243 c,1,2,
2734,Kepler-244 b,1,3,0.91
2735,Kepler-244 c,1,3,0.95
2736,Kepler-244 d,1,3,0.95
2737,Kepler-245 b,1,4,0.8
2738,Kepler-245 c,1,4,0.8
2739,Kepler-245 d,1,4,0.8
2740,Kepler-245 e,1,4,0.8
2741,Kepler-246 b,1,2,0.85
2742,Kepler-246 c,1,2,0.85
2743,Kepler-247 b,1,3,0.81
2744,Kepler-247 c,1,3,0.77
2745,Kepler-247 d,1,3,0.81
2746,Kepler-248 b,1,2,0.94
2747,Kepler-248 c,1,2,0.9
2748,Kepler-249 b,1,3,0.48
2749,Kepler-249 c,1,3,0.51
2750,Kepler-249 d,1,3,0.44
2751,Kepler-25 b,2,3,1.2
2752,Kepler-25 c,2,3,1.2
2753,Kepler-25 d,2,3,1.19
2754,Kepler-250 b,1,3,0.8
2755,Kepler-250 c,1,3,0.85
2756,Kepler-250 d,1,3,0.83
2757,Kepler-251 b,1,4,0.94
2758,Kepler-251 c,1,4,0.94
2759,Kepler-251 d,1,4,0.94
2760,Kepler-251 e,1,4,0.94
2761,Kepler-252 b,1,2,0.61
2762,Kepler-252 c,1,2,0.61
2763,Kepler-253 b,1,3,
2764,Kepler-253 c,1,3,0.87
2765,Kepler-253 d,1,3,0.87
2766,Kepler-254 b,1,3,0.93
2767,Kepler-254 c,1,3,
2768,Kepler-254 d,1,3,0.97
2769,Kepler-255 b,1,3,
2770,Kepler-255 c,1,3,1.01
2771,Kepler-255 d,1,3,
2772,Kepler-256 b,1,4,1.0
2773,Kepler-256 c,1,4,1.07
2774,Kepler-256 d,1,4,1.0
2775,Kepler-256 e,1,4,0.97
2776,Kepler-257 b,1,3,0.87
2777,Kepler-257 c,1,3,0.74
2778,Kepler-257 d,1,3,0.87
2779,Kepler-258 b,1,2,0.83
2780,Kepler-258 c,1,2,0.83
2781,Kepler-259 b,1,2,0.93
2782,Kepler-259 c,1,2,0.99
2783,Kepler-26 b,1,4,0.55
2784,Kepler-26 c,1,4,0.55
2785,Kepler-26 d,1,4,
2786,Kepler-26 e,1,4,0.47
2787,Kepler-260 b,1,2,0.9
2788,Kepler-260 c,1,2,0.9
2789,Kepler-261 b,1,2,
2790,Kepler-261 c,1,2,0.86
2791,Kepler-262 b,1,2,0.99
2792,Kepler-262 c,1,2,1.03
2793,Kepler-263 b,1,2,0.88
2794,Kepler-263 c,1,2,0.8
2795,Kepler-264 b,1,2,1.46
2796,Kepler-264 c,1,2,1.47
2797,Kepler-265 b,1,4,0.98
2798,Kepler-265 c,1,4,
2799,Kepler-265 d,1,4,0.88
2800,Kepler-265 e,1,4,0.98
2801,Kepler-266 b,1,2,
2802,Kepler-266 c,1,2,1.05
2803,Kepler-267 b,1,3,0.49
2804,Kepler-267 c,1,3,0.56
2805,Kepler-267 d,1,3,
2806,Kepler-268 b,1,2,1.11
2807,Kepler-268 c,1,2,1.07
2808,Kepler-269 b,1,2,1.04
2809,Kepler-269 c,1,2,1.02
2810,Kepler-27 b,1,2,0.94
2811,Kepler-27 c,1,2,0.65
2812,Kepler-270 b,1,2,1.16
2813,Kepler-270 c,1,2,1.16
2814,Kepler-271 b,1,3,0.82
2815,Kepler-271 c,1,3,1.0
2816,Kepler-271 d,1,3,1.0
2817,Kepler-272 b,1,3,
2818,Kepler-272 c,1,3,0.97
2819,Kepler-272 d,1,3,0.86
2820,Kepler-273 b,1,2,
2821,Kepler-273 c,1,2,0.92
2822,Kepler-274 b,1,2,
2823,Kepler-274 c,1,2,1.08
2824,Kepler-275 b,1,3,1.16
2825,Kepler-275 c,1,3,1.08
2826,Kepler-275 d,1,3,1.2
2827,Kepler-276 b,1,3,1.1
2828,Kepler-276 c,1,3,1.1
2829,Kepler-276 d,1,3,1.1
2830,Kepler-277 b,1,2,
2831,Kepler-277 c,1,2,1.18
2832,Kepler-278 b,1,2,
2833,Kepler-278 c,1,2,
2834,Kepler-279 b,1,3,1.42
2835,Kepler-279 c,1,3,1.42
2836,Kepler-279 d,1,3,1.42
2837,Kepler-28 b,1,2,0.59
2838,Kepler-28 c,1,2,0.66
2839,Kepler-280 b,1,2,0.93
2840,Kepler-280 c,1,2,0.95
2841,Kepler-281 b,1,2,0.98
2842,Kepler-281 c,1,2,0.98
2843,Kepler-282 b,1,4,
2844,Kepler-282 c,1,4,0.97
2845,Kepler-282 d,1,4,0.97
2846,Kepler-282 e,1,4,1.06
2847,Kepler-283 b,1,2,0.76
2848,Kepler-283 c,1,2,0.66
2849,Kepler-284 b,1,2,0.92
2850,Kepler-284 c,1,2,0.91
2851,Kepler-285 b,1,2,0.9
2852,Kepler-285 c,1,2,0.85
2853,Kepler-286 b,1,4,0.8
2854,Kepler-286 c,1,4,0.99
2855,Kepler-286 d,1,4,1.0
2856,Kepler-286 e,1,4,0.99
2857,Kepler-287 b,1,2,0.95
2858,Kepler-287 c,1,2,0.96
2859,Kepler-288 b,1,3,1.04
2860,Kepler-288 c,1,3,1.04
2861,Kepler-288 d,1,3,1.08
2862,Kepler-289 b,1,3,1.0
2863,Kepler-289 c,1,3,1.35
2864,Kepler-289 d,1,3,1.08
2865,Kepler-29 b,1,2,
2866,Kepler-29 c,1,2,0.93
2867,Kepler-290 b,1,2,0.8
2868,Kepler-290 c,1,2,0.8
2869,Kepler-291 b,1,2,
2870,Kepler-291 c,1,2,1.09
2871,Kepler-292 b,1,5,0.85
2872,Kepler-292 c,1,5,0.92
2873,Kepler-292 d,1,5,0.92
2874,Kepler-292 e,1,5,0.82
2875,Kepler-292 f,1,5,0.92
2876,Kepler-293 b,1,2,1.04
2877,Kepler-293 c,1,2,1.04
2878,Kepler-294 b,1,2,0.99
2879,Kepler-294 c,1,2,1.03
2880,Kepler-295 b,1,3,0.8
2881,Kepler-295 c,1,3,0.8
2882,Kepler-295 d,1,3,0.8
2883,Kepler-296 b,2,5,0.52
2884,Kepler-296 c,2,5,0.39
2885,Kepler-296 d,2,5,0.63
2886,Kepler-296 e,2,5,0.38
2887,Kepler-296 f,2,5,0.5
2888,Kepler-297 b,1,2,
2889,Kepler-297 c,1,2,1.07
2890,Kepler-298 b,1,3,0.69
2891,Kepler-298 c,1,3,
2892,Kepler-298 d,1,3,0.72
2893,Kepler-299 b,1,4,1.0
2894,Kepler-299 c,1,4,0.9
2895,Kepler-299 d,1,4,1.0
2896,Kepler-299 e,1,4,1.0
2897,Kepler-30 b,1,3,0.99
2898,Kepler-30 c,1,3,0.97
2899,Kepler-30 d,1,3,0.99
2900,Kepler-300 b,1,2,1.07
2901,Kepler-300 c,1,2,1.07
2902,Kepler-301 b,1,3,
2903,Kepler-301 c,1,3,
2904,Kepler-301 d,1,3,0.94
2905,Kepler-302 b,1,2,1.02
2906,Kepler-302 c,1,2,0.97
2907,Kepler-303 b,1,2,0.52
2908,Kepler-303 c,1,2,0.51
2909,Kepler-304 b,1,4,
2910,Kepler-304 c,1,4,0.83
2911,Kepler-304 d,1,4,0.75
2912,Kepler-304 e,1,4,0.83
2913,Kepler-305 b,1,4,0.9
2914,Kepler-305 c,1,4,0.82
2915,Kepler-305 d,1,4,0.82
2916,Kepler-305 e,1,4,0.76
2917,Kepler-306 b,1,4,0.81
2918,Kepler-306 c,1,4,0.77
2919,Kepler-306 d,1,4,0.81
2920,Kepler-306 e,1,4,0.87
2921,Kepler-307 b,1,2,0.97
2922,Kepler-307 c,1,2,0.95
