,pl_name,sy_snum,sy_pnum,st_mass
4312,WASP-126 c,1,2,1.12
4313,WASP-127 b,2,1,0.95
4314,WASP-129 b,2,1,1.0
4315,WASP-13 b,1,1,0.72
4316,WASP-130 b,1,1,1.04
4317,WASP-131 b,1,1,1.06
4318,WASP-132 b,1,1,0.8
4319,WASP-133 b,1,1,1.16
4320,WASP-135 b,1,1,0.98
4321,WASP-136 b,1,1,1.41
4322,WASP-138 b,1,1,1.22
4323,WASP-139 b,2,1,0.92
4324,WASP-14 b,3,1,1.21
4325,WASP-140 b,2,1,0.9
4326,WASP-141 b,1,1,1.25
4327,WASP-142 b,1,1,1.33
4328,WASP-144 b,1,1,0.81
4329,WASP-145 A b,2,1,0.76
4330,WASP-147 b,1,1,1.04
4331,WASP-148 b,1,2,1.0
4332,WASP-148 c,1,2,1.0
4333,WASP-15 b,1,1,1.18
4334,WASP-150 b,1,1,1.39
4335,WASP-151 b,1,1,1.08
4336,WASP-153 b,1,1,1.34
4337,WASP-156 b,1,1,0.84
4338,WASP-157 b,1,1,1.06
4339,WASP-158 b,1,1,1.38
4340,WASP-159 b,1,1,1.41
4341,WASP-16 b,1,1,1.02
4342,WASP-160 B b,2,1,0.87
4343,WASP-161 b,1,1,1.39
4344,WASP-162 b,1,1,0.95
4345,WASP-163 b,1,1,0.97
4346,WASP-164 b,1,1,0.95
4347,WASP-165 b,1,1,1.25
4348,WASP-166 b,1,1,1.19
4349,WASP-167 b,1,1,1.59
4350,WASP-168 b,2,1,1.08
4351,WASP-169 b,1,1,1.34
4352,WASP-17 b,1,1,1.35
4353,WASP-170 b,1,1,0.93
4354,WASP-171 b,1,1,1.17
4355,WASP-172 b,1,1,1.49
4356,WASP-173 A b,2,1,1.05
4357,WASP-174 b,1,1,1.3
4358,WASP-175 b,1,1,1.21
4359,WASP-176 b,1,1,1.34
4360,WASP-177 b,1,1,0.88
4361,WASP-178 b,1,1,2.07
4362,WASP-18 b,2,2,1.27
4363,WASP-18 c,2,2,1.22
4364,WASP-180 A b,2,1,1.3
4365,WASP-181 b,1,1,1.04
4366,WASP-182 b,1,1,1.08
4367,WASP-183 b,1,1,0.78
4368,WASP-184 b,1,1,1.23
4369,WASP-185 b,1,1,1.12
4370,WASP-186 b,1,1,1.22
4371,WASP-187 b,1,1,
4372,WASP-19 b,1,1,0.97
4373,WASP-190 b,1,1,1.35
4374,WASP-192 b,1,1,1.09
4375,WASP-2 b,2,1,0.8
4376,WASP-20 b,2,1,1.09
4377,WASP-21 b,1,1,1.08
4378,WASP-22 b,1,1,1.46
4379,WASP-23 b,1,1,0.78
4380,WASP-24 b,3,1,1.43
4381,WASP-25 b,1,1,0.67
4382,WASP-26 b,2,1,
4383,WASP-28 b,1,1,1.01
4384,WASP-29 b,1,1,
4385,WASP-3 b,3,1,1.24
4386,WASP-31 b,1,1,1.16
4387,WASP-32 b,1,1,0.72
4388,WASP-33 b,2,1,
4389,WASP-34 b,1,1,1.01
4390,WASP-35 b,1,1,1.07
4391,WASP-36 b,2,1,
4392,WASP-37 b,1,1,0.93
4393,WASP-38 b,1,1,1.2
4394,WASP-39 b,1,1,0.92
4395,WASP-4 b,1,1,0.94
4396,WASP-41 b,1,2,0.93
4397,WASP-41 c,1,2,0.93
4398,WASP-42 b,1,1,0.88
4399,WASP-43 b,1,1,0.69
4400,WASP-44 b,1,1,
4401,WASP-45 b,2,1,0.91
4402,WASP-46 b,1,1,0.83
4403,WASP-47 b,1,4,0.98
4404,WASP-47 c,1,4,1.04
4405,WASP-47 d,1,4,0.98
4406,WASP-47 e,1,4,
4407,WASP-48 b,1,1,
4408,WASP-49 b,2,1,0.94
4409,WASP-5 b,1,1,1.03
4410,WASP-50 b,1,1,0.89
4411,WASP-52 b,1,1,0.85
4412,WASP-53 b,1,2,0.84
4413,WASP-53 c,1,2,0.84
4414,WASP-54 b,2,1,1.08
4415,WASP-55 b,2,1,1.13
4416,WASP-56 b,2,1,0.71
4417,WASP-57 b,1,1,0.89
4418,WASP-58 b,2,1,1.12
4419,WASP-59 b,1,1,0.72
4420,WASP-6 b,1,1,0.93
4421,WASP-60 b,1,1,1.19
4422,WASP-61 b,1,1,1.27
4423,WASP-62 b,1,1,1.25
4424,WASP-63 b,1,1,1.32
4425,WASP-64 b,2,1,1.0
4426,WASP-65 b,1,1,0.93
4427,WASP-66 b,1,1,1.3
4428,WASP-67 b,1,1,0.87
4429,WASP-68 b,2,1,1.24
4430,WASP-69 b,1,1,0.83
4431,WASP-7 b,1,1,1.32
4432,WASP-70 A b,2,1,1.11
4433,WASP-71 b,1,1,0.76
4434,WASP-72 b,1,1,1.39
4435,WASP-73 b,1,1,1.16
4436,WASP-74 b,1,1,0.98
4437,WASP-75 b,2,1,1.18
4438,WASP-76 b,2,1,1.46
4439,WASP-77 A b,2,1,1.0
4440,WASP-78 b,1,1,1.87
4441,WASP-79 b,1,1,1.43
4442,WASP-8 b,2,2,1.04
4443,WASP-8 c,2,2,1.04
4444,WASP-80 b,1,1,0.58
4445,WASP-81 b,1,1,1.08
4446,WASP-82 b,1,1,1.63
4447,WASP-83 b,1,1,1.11
4448,WASP-84 b,1,1,0.84
4449,WASP-85 A b,2,1,
4450,WASP-87 b,2,1,1.2
4451,WASP-88 b,1,1,1.45
4452,WASP-89 b,1,1,0.92
4453,WASP-90 b,1,1,1.55
4454,WASP-91 b,1,1,0.84
4455,WASP-92 b,1,1,1.19
4456,WASP-93 b,1,1,1.33
4457,WASP-94 A b,2,2,1.45
4458,WASP-94 B b,2,2,1.24
4459,WASP-95 b,1,1,1.11
4460,WASP-96 b,1,1,1.06
4461,WASP-97 b,1,1,1.12
4462,WASP-98 b,2,1,0.69
4463,WASP-99 b,1,1,1.48
4464,WD 0806-661 b,1,1,
4465,WD 1856+534 b,3,1,
4466,WISEP J121756.91+162640.2 A b,1,1,0.03
4467,WTS-1 b,1,1,1.2
4468,WTS-2 b,1,1,0.82
4469,Wendelstein-1 b,1,1,0.65
4470,Wendelstein-2 b,1,1,0.73
4471,Wolf 1061 b,1,3,0.29
4472,Wolf 1061 c,1,3,0.25
4473,Wolf 1061 d,1,3,0.25
4474,Wolf 503 b,1,1,0.69
4475,XO-1 b,1,1,1.03
4476,XO-2 N b,2,3,0.92
4477,XO-2 S b,2,3,0.98
4478,XO-2 S c,2,3,0.98
4479,XO-3 b,1,1,1.21
4480,XO-4 b,1,1,
4481,XO-5 b,1,1,0.88
4482,XO-6 b,1,1,1.47
4483,XO-7 b,1,1,1.41
4484,YSES 2 b,1,1,1.1
4485,YZ Cet b,1,3,0.13
4486,YZ Cet c,1,3,0.13
4487,YZ Cet d,1,3,0.13
4488,alf Ari b,1,1,1.5
4489,alf Tau b,2,1,1.13
4490,bet Cnc b,2,1,1.7
4491,bet Pic b,1,2,1.76
4492,bet Pic c,1,2,1.75
4493,bet UMi b,1,1,1.4
4494,eps CrB b,1,1,1.7
4495,eps Eri b,1,1,0.81
4496,eps Ind A b,3,1,0.75
4497,eps Tau b,1,1,2.7
4498,gam 1 Leo b,2,1,1.23
4499,gam Cep b,2,1,1.18
4500,gam Lib b,1,2,1.47
4501,gam Lib c,1,2,1.47
4502,iot Dra b,1,1,1.05
4503,kap And b,1,1,2.45
4504,kap CrB b,1,1,
4505,mu Leo b,1,1,1.5
4506,nu Oph b,1,2,3.04
4507,nu Oph c,1,2,3.04
4508,ome Ser b,2,1,2.17
4509,omi CrB b,1,1,2.13
4510,omi UMa b,2,1,3.09
4511,pi Men c,1,2,
4512,psi 1 Dra B b,3,1,1.19
4513,rho CrB b,1,2,1.0
4514,rho CrB c,1,2,0.91
4515,tau Boo b,2,1,1.32
4516,tau Cet e,1,4,0.78
4517,tau Cet f,1,4,0.78
4518,tau Cet g,1,4,0.78
4519,tau Cet h,1,4,0.78
4520,tau Gem b,1,1,2.3
4521,ups And b,2,3,
4522,ups And c,2,3,1.29
4523,ups And d,2,3,
4524,xi Aql b,1,1,1.4
