,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
28857,TIC 172900988 b,TIC 172900988 Aa,2,1,F9,6050.0,1.38,1.24,128.6616644,31.5539793,250.956,2.245569664875975,0.5507208308911357,-133.59740511305094,166.98566633398875,131.32568112160357
28863,TIC 237913194 b,TIC 237913194,1,1,G3,5788.0,1.09,1.03,22.4458116,-60.7399096,306.063,0.39175331570233646,-1.0601114098837119,138.26267983754062,57.117137384629004,-267.0124041128561
28865,TIC 257060897 b,TIC 257060897,1,1,,,1.82,1.32,227.5321527,72.7103128,505.703,3.971185218765506,1.2690343585149773,-101.47661631998577,-110.86713589947173,482.85246061990244
28867,TOI-1062 b,TOI-1062,1,2,G9 V,5328.0,0.84,0.94,38.1209678,-78.0236828,82.1733,0.6653364021567393,-1.3617701593916685,13.414622208940369,10.526337073657551,-80.38467124827436
28870,TOI-1130 b,TOI-1130,1,2,K7,4250.0,0.69,0.68,286.3760037,-41.4376399,58.2609,4.998204163268464,-0.7232232505107739,12.314229248478917,-41.90495020077113,-38.55732583435731
28874,TOI-1201 b,TOI-1201,2,1,M2.0 V,3476.0,0.51,0.51,42.2476999,-14.5372835,37.8871,0.7373614646494792,-0.25372346137084506,27.147842646622955,24.657375108120693,-9.510038844380698
28876,TOI-122 b,TOI-122,1,1,M3 V,3403.0,0.33,0.31,332.9482355,-58.946085,62.118,5.811042948180469,-1.0288032644104417,28.537567671706988,-14.573108113975227,-53.21538945907597
28878,TOI-1231 b,TOI-1231,1,1,,3535.0,0.41,,156.74726,-52.4678724,27.6227,2.7357557804796073,-0.9157371248962592,-15.461027189930872,6.643457375666937,-21.905128797154212
28880,TOI-1235 b,TOI-1235,1,1,M0.5 V,3997.0,0.62,0.63,152.2182549,69.2766204,39.6345,2.656709729644992,1.2091051206342711,-12.408266443120908,6.5370852478947565,37.07013664107912
28883,TOI-125 b,TOI-125,1,3,K0 V,5320.0,0.85,0.86,23.5934253,-66.6763495,111.059,0.4117829533083309,-1.163721831985475,40.29539472799777,17.599118883315438,-101.98359504962443
28891,TOI-1259 A b,TOI-1259 A,2,1,,4775.0,0.71,0.74,282.1001665,79.2564761,118.106,4.923576725849208,1.3832864614731946,4.615128075671463,-21.527343886136496,116.03577592300218
28893,TOI-1260 b,TOI-1260,1,2,,4225.0,0.69,,157.1440712,65.8541986,73.5977,2.7426814424283967,1.1493725918322404,-27.742098025733213,11.693582681507253,67.1584511918743
28897,TOI-1266 b,TOI-1266,1,2,,3618.0,0.44,,197.9965833,65.8336973,36.0118,3.4556922862842194,1.149014776646301,-14.02145576499775,-4.554922755740463,32.85576351508893
28901,TOI-1278 b,TOI-1278,1,1,,3841.0,0.55,,320.4784442,35.648625,75.5759,5.593404032958925,0.6221858800587636,47.373437935263546,-39.08159186810312,44.046602775455334
28903,TOI-1296 b,TOI-1296,1,1,,5603.0,1.66,1.17,256.7706392,70.2384806,323.265,4.481493076490419,1.2258927480681623,-25.01277701190525,-106.39724355617153,304.22729623556364
28905,TOI-1298 b,TOI-1298,1,1,,5731.0,1.49,,241.3229012,70.1900397,319.036,4.211879186404975,1.2250472948705329,-51.88470418672971,-94.85934339150828,300.1560456475722
28907,TOI-132 b,TOI-132,1,1,,5673.0,0.94,,338.3996623,-43.436872,163.678,5.906188294771927,-0.7581164331673343,110.50543604938052,-43.752950674312245,-112.53761857631194
28909,TOI-1333 b,TOI-1333,2,1,,6696.0,1.8,,325.0145363,48.4067674,200.492,5.672573775277629,0.8448574713770549,109.04373795009904,-76.31202561640653,149.94325601437046
28911,TOI-1338 b,TOI-1338,2,1,,6050.0,1.33,1.13,92.1330955,-59.5409853,399.017,1.6080258665293712,-1.0391862333665438,-7.528696293717045,202.13028877894058,-343.9494605014799
28913,TOI-1431 b,TOI-1431,1,1,Am C,7690.0,1.92,1.9,316.2036922,55.5880221,148.925,5.518795535852711,0.9701940103163726,60.749546874558604,-58.24920655199189,122.86243573850876
28915,TOI-1444 b,TOI-1444,1,2,,5430.0,0.91,0.93,305.4749252,70.9437054,125.463,5.331543227023397,1.2382012427948808,23.772907941608093,-33.35925909548919,118.5874067917831
28918,TOI-1478 b,TOI-1478,1,1,,5623.0,1.04,,126.4337428,-13.5595485,152.892,2.206685097479675,-0.23665876640885833,-88.27052879665833,119.5797283606347,-35.84642206908705
28920,TOI-150.01,TOI-150,1,1,,6003.0,1.55,1.25,112.965421,-73.6060358,336.267,1.9716185373515454,-1.2846676740508185,-37.03082924096147,87.38576033387437,-322.59563212417714
28923,TOI-1518 b,TOI-1518,1,1,F0,7300.0,1.95,1.79,352.2675207,67.0348062,225.888,6.148228084052279,1.1699780816263086,87.33373724544201,-11.858400368935106,207.98457929239405
28925,TOI-157 b,TOI-157,1,1,,5638.0,1.11,,73.7014398,-76.6806061,355.683,1.2863327879703912,-1.3383290488698483,22.9963985483627,78.6488866012558,-346.1154645189776
28927,TOI-1601 b,TOI-1601,1,1,,5917.0,2.22,,38.361569,41.0134321,336.608,0.6695356852809886,0.7158194276881323,199.1556883363889,157.63146900979572,220.89426756951602
28929,TOI-163 b,TOI-163,1,1,F,6495.0,1.65,1.44,79.7682532,-71.8955269,411.719,1.392218656904503,-1.2548136618611518,22.726332392093433,125.90732339044807,-391.3353992340294
28931,TOI-1634 b,TOI-1634,2,1,M2,3550.0,0.45,0.5,56.3906096,37.1122803,35.2736,0.9842018047267226,0.647731484158029,15.570243396762953,23.426769514104333,21.283346721288723
28934,TOI-1685 b,TOI-1685,1,1,,3461.0,0.46,0.46,68.5939529,43.0370395,37.6153,1.1971903250629128,0.7511380395858541,10.034441145005166,25.596923329668286,25.67135175740675
28937,TOI-169 b,TOI-169,1,1,G1 V,5880.0,1.29,1.15,16.7786879,-75.1989452,407.84,0.2928433480195331,-1.3124691877667858,99.75264425455894,30.076616606986892,-394.3073327972734
28938,TOI-172 b,TOI-172,1,1,,5645.0,1.78,1.13,316.6318791,-26.6928654,342.831,5.52626880707162,-0.4658783880216732,222.66294728642643,-210.32732829671926,-154.00234231428485
28940,TOI-1728 b,TOI-1728,1,1,M0,3980.0,0.62,0.65,120.6116787,64.7971531,60.798,2.105070909672514,1.1309236675138505,-13.183248868726501,22.28128979034391,55.010388823784346
28942,TOI-1749 b,TOI-1749,1,3,M0 V,3985.0,0.55,0.58,282.7372281,64.419466,99.5561,4.934695548307231,1.1243317840765414,9.477612578873881,-41.92843830076678,89.7975387673491
28947,TOI-178 b,TOI-178,1,6,K,4316.0,0.65,0.65,7.3020115,-30.4541159,62.699,0.12744414269348991,-0.5315245932389562,53.61041707800347,6.869565828868892,-31.77887422558185
28956,TOI-1789 b,TOI-1789,1,1,,5971.4,2.26,,142.743406,26.5399951,229.067,2.4913424202110286,0.4632102979581617,-163.10924572701288,124.06078141832347,102.35226895990091
28958,TOI-1807 b,TOI-1807,1,1,,4612.99,0.74,,201.2826259,38.9223671,42.5775,3.5130445490150146,0.679323458564917,-30.86611259647619,-12.023413249476564,26.750030528280995
28960,TOI-1899 b,TOI-1899,1,1,,3854.0,0.62,,299.4268472,40.1433462,128.438,5.225984352505964,0.7006335639579542,48.238163799598055,-85.51523330220598,82.80425273204526
28962,TOI-201 b,TOI-201,1,1,F6 V,6394.0,1.32,1.32,87.4017825,-54.910423,113.825,1.5254488767369607,-0.9583676750128223,2.9662042338676686,65.36576424542385,-93.13779642043639
28964,TOI-2076 b,TOI-2076,1,3,,5149.6,0.77,,217.3920159,39.7903991,41.9091,3.794206445002864,0.6944734749775885,-25.58491437254717,-19.555495404730824,26.821025685737315
28968,TOI-216.01,TOI-216,1,2,,5026.0,0.84,0.87,73.9800129,-63.2603301,177.945,1.2911948057728786,-1.1041010461434737,22.095507791052718,76.95486559413304,-158.9155757685333
28972,TOI-220 b,TOI-220,1,1,,5272.71,0.88,,91.7996988,-61.9972098,90.7402,1.6022069963990875,-1.0820554380596952,-1.33799525899267,42.582829701078055,-80.11676653095716
28974,TOI-2202 b,TOI-2202,1,2,K8 V,5144.0,0.79,0.82,51.2284214,-73.9575458,235.933,0.894104624029123,-1.2908026809045037,40.829343186246575,50.833076503035876,-226.74510701934935
28977,TOI-237 b,TOI-237,1,1,M4.5 V,3212.0,0.21,0.18,353.2435381,-29.416487,38.0749,6.1652628012390345,-0.5134145525201091,32.93566754249965,-3.901959757312083,-18.70065569952701
28979,TOI-2406 b,TOI-2406,1,1,,3163.0,0.2,,8.8060544,-3.3720833,55.419,0.15369464338973376,-0.0588539562365157,54.67091139476986,8.469419822646392,-3.2597447956836088
28981,TOI-251 b,TOI-251,1,1,,5875.0,0.88,1.04,353.0620655,-37.2558629,99.523,6.16209550686688,-0.6502374732766029,78.63430226503756,-9.568625158961252,-60.24877964621359
28983,TOI-257 b,TOI-257,1,1,,6382.7,1.77,,47.5172608,-50.8322632,76.9028,0.8293326524888348,-0.8871903590803488,32.803476084538374,35.820371110168956,-59.62276090672833
28985,TOI-269 b,TOI-269,1,1,M2 V,3514.0,0.4,0.39,75.8462827,-54.1777213,57.0225,1.3237673585134146,-0.9455796179128626,8.160684639099705,32.36060976723551,-46.23591318405925
28987,TOI-270 b,TOI-270,1,3,,3551.0,0.41,,68.4160804,-51.9573937,22.4793,1.194085864289159,-0.9068275908199589,5.095943552039145,12.881445494468549,-17.703633801495855
28996,TOI-3362 b,TOI-3362,1,1,,6532.0,1.83,1.45,155.9841428,-56.8431169,366.987,2.7224368727610067,-0.9920995470010323,-183.34190327341508,81.68988228911257,-307.2327583521533
28998,TOI-421 b,TOI-421,2,2,G9 V,5325.0,0.87,0.85,81.8532824,-14.2767404,74.7969,1.4286092814447262,-0.24917612643249223,10.27199982597095,71.75536125755029,-18.445335453271163
29001,TOI-431 b,TOI-431,1,3,,4891.0,0.73,,83.2692502,-26.7238698,32.5686,1.4533225816569468,-0.4664195168842785,3.409428252669626,28.88926661050283,-14.645810993495195
29006,TOI-451 b,TOI-451,2,3,,5550.0,0.88,0.95,62.966385,-37.93973,123.739,1.0989707363283698,-0.6621732058176683,44.35491498314855,86.92530937302057,-76.07872388678933
29009,TOI-481 b,TOI-481,1,1,G,5735.0,1.66,1.14,110.5126861,-57.384998,179.366,1.9288102376679714,-1.0015571563503611,-33.876950976931276,90.54689858972786,-151.08200853936296
29011,TOI-519 b,TOI-519,1,1,,3225.0,0.36,,124.6067582,-19.6627918,115.557,2.174798200826443,-0.3431804570441424,-61.80263165265951,89.56541080636293,-38.8830574529979
29013,TOI-530 b,TOI-530,1,1,M0.5 V,3659.0,0.54,0.53,103.4128333,12.8815784,148.762,1.804894429901033,0.22482595593378313,-33.63923605002178,141.06257386176125,33.16450960689851
29015,TOI-532 b,TOI-532,1,1,,3946.0,0.61,,85.0800537,11.5626373,135.047,1.4849270648385837,0.20180609109890735,11.347094371289366,131.81889553273635,27.068698506921017
29017,TOI-540 b,TOI-540,1,1,,3042.0,0.2,,76.3096949,-47.9375391,14.0022,1.331855427197325,-0.8366678925985193,2.220150933230341,9.114127093596666,-10.395442366510606
29019,TOI-558 b,TOI-558,1,1,F V,6466.0,1.5,1.35,42.2915093,-58.0246828,402.63,0.7381260829228024,-1.0127217622853224,157.72117321412313,143.4725061887675,-341.54148853085866
29021,TOI-559 b,TOI-559,1,1,,5972.0,1.21,,46.8186159,-31.1629951,233.266,0.8171389986815683,-0.5438968692778595,136.59201689776398,145.5504635867154,-120.70919693831608
29023,TOI-561 b,TOI-561,1,5,,5326.0,0.83,0.81,148.1851516,6.216103,85.799,2.5863187979869435,0.10849146399309709,-72.47956510526696,44.96524276667467,9.290209151864241
29033,TOI-564 b,TOI-564,1,1,,5640.0,1.09,1.0,130.2951535,-16.0363275,199.581,2.2740794279664134,-0.27988671480311095,-124.05138197499174,146.30145432760384,-55.133607289227356
29035,TOI-628 b,TOI-628,1,1,,6174.0,1.38,,99.2630608,1.7675497,178.68,1.7324672365673166,0.030849561957638015,-28.747996945130645,176.26604994561853,5.511325449605968
29037,TOI-640 b,TOI-640,1,1,,6442.0,2.09,,99.7345935,-36.64613,341.997,1.7406970347131352,-0.6395956266138696,-46.396260774895914,270.4460220226178,-204.12810724456736
29039,TOI-674 b,TOI-674,1,1,M2 V,3514.0,0.42,0.42,164.5865592,-36.8581092,46.0851,2.8725773625685647,-0.6432953615996132,-35.54753254152373,9.800393990163302,-27.643473910796413
29041,TOI-677 b,TOI-677,1,1,,6446.0,1.22,,144.1193594,-50.4630933,141.812,2.5153573373950397,-0.8807471288260906,-73.14357379131998,52.90946212213844,-109.36749871410487
29043,TOI-700 b,TOI-700,1,3,,3482.0,0.42,,97.0957165,-65.5786149,31.1265,1.6946399425079848,-1.144562748902412,-1.5896818362382412,12.77051218117119,-28.34159368384376
29052,TOI-763 b,TOI-763,1,2,G,5450.0,0.9,0.92,194.468098,-39.7580613,95.1274,3.3941086001909997,-0.693909073894737,-70.81020664329517,-18.270706894584986,-60.83845934494069
29056,TOI-776 b,TOI-776,1,2,M1 V,3709.0,0.54,0.54,178.577997,-37.5533568,27.1701,3.1167740192665563,-0.6554297213362017,-21.53344361755125,0.5345404200316193,-16.560175316677473
29060,TOI-813 b,TOI-813,1,1,G0 IV,5907.0,1.94,1.32,72.6940102,-60.9054608,263.145,1.2687498244683415,-1.0630008234043395,38.06331642560589,122.16225704222656,-229.94098791218835
29062,TOI-824 b,TOI-824,1,1,K4 V,4600.0,0.69,0.71,222.1654705,-57.5888666,63.9262,3.877518944467333,-1.0051153346617923,-25.39668960192997,-23.00043784830101,-53.96801888609276
29064,TOI-837 b,TOI-837,1,1,,6513.0,1.03,,157.0372806,-64.5052107,142.488,2.7408175948482163,-1.1258283114076764,-56.47103511452135,23.92717976878029,-128.61315020404007
29066,TOI-849 b,TOI-849,1,1,,5311.0,0.92,,28.7157956,-29.4217086,225.734,0.5011851805497006,-0.5135056866323313,172.4389488964125,94.46936434470284,-110.8881727679207
29068,TOI-892 b,TOI-892,1,1,F,6261.0,1.39,1.28,86.738228,-11.2353401,340.543,1.5138676659455361,-0.19609367732634897,19.004845603284707,333.4754431741408,-66.3511830520427
29070,TOI-905 b,TOI-905,1,1,,5565.0,0.96,,227.6586754,-71.3616316,158.649,3.9733934564590188,-1.245495431015229,-34.15096439681857,-37.47708244450128,-150.3285905049844
29072,TOI-942 b,TOI-942,3,2,,4945.0,0.91,,76.6496172,-20.2456126,152.601,1.337788190533277,-0.3533525989532498,33.05941551243593,139.303902625223,-52.806845771722585
29077,TOI-954 b,TOI-954,1,1,,5756.0,1.93,,61.9410587,-25.2088028,238.768,1.0810754164860785,-0.4399766093459656,101.6152268000432,190.6370792967833,-101.69566118359096
29079,TRAPPIST-1 b,TRAPPIST-1,1,7,,2559.0,0.12,0.08,346.6263919,-5.0434618,,6.049771812963203,-0.08802501410855976,,,
29105,TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,,4679.0,9.99,1.04,271.3396528,2.0622774,613.422,4.735770332578251,0.03599353071946811,14.332040198794008,-612.8571294171805,22.074456511392913
29106,TYC 1422-614-1 b,TYC 1422-614-1,1,2,,4806.0,6.85,1.15,154.2777769,19.5584068,672.41,2.6926551695622503,0.3413585951044481,-570.8269818830466,274.9932108329129,225.10108584832943
29108,TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,,4776.0,5.9,1.19,45.5825716,49.7441421,490.61,0.7955659559460597,0.8681990632249263,221.8853757677655,226.44405349717235,374.41707059930815
29109,TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,,5130.0,6.26,1.87,12.8875757,58.4261485,477.516,0.22493062856501297,1.0197286605841462,243.72775328868903,55.76548660817903,406.82738727401454
29110,TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,,4300.0,16.21,0.97,343.8721029,62.2391907,464.128,6.001700401361742,1.0862788014916342,207.67415906807778,-60.051621104592996,410.70676503081506
29111,TYC 8998-760-1 b,TYC 8998-760-1,1,2,K3 IV,4573.0,,1.0,201.3001096,-64.9391566,94.6177,3.5133496971454456,-1.1334020961382063,-37.34048669108327,-14.558529693343969,-85.71024687941959
29113,Teegarden's Star b,Teegarden's Star,1,2,M7.0 V,2904.0,0.11,0.09,43.2691449,16.8649024,3.83078,0.7551890430275126,0.2943480749074937,2.669385847276119,2.5127892566737575,1.111370666477616
29115,TrES-1 b,TrES-1,2,1,,5242.82,0.86,0.9,286.0408755,36.632536,159.658,4.992355072762182,0.6393583665553535,35.40310636362849,-123.13369528853555,95.26484193235024
29125,TrES-2 b,TrES-2,2,1,,5850.0,0.95,0.94,286.8085258,49.3164211,215.32,5.005753098001104,0.8607339234950037,40.58937544300023,-134.366233868928,163.28172033950318
29154,TrES-3 b,TrES-3,1,1,,5650.0,0.82,0.92,268.0291106,37.5463268,231.337,4.677990471162035,0.6553070246897865,-6.308063427787538,-183.3095489603513,140.9773923887925
29163,TrES-4 b,TrES-4,2,1,,6295.0,1.81,1.45,268.3043361,37.2117397,515.98,4.682794062322482,0.649467378160087,-12.159652007941402,-410.74963368677925,312.0452558351472
29173,TrES-5 b,TrES-5,1,1,,5171.0,0.87,0.89,305.2219454,59.4489033,360.313,5.32712789657236,1.0375790992847223,105.63058455484676,-149.6192025430449,310.29297737136216
29177,UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,,,,0.81,266.654083,-29.2113609,6300.0,4.653991712236239,-0.509834426693334,-320.9323895362184,-5489.426094895071,-3074.6062430873358
29178,USco CTIO 108 b,USco CTIO 108,1,1,M7,2700.0,,0.06,241.4752653,-18.3124167,144.019,4.214538441611813,-0.31961196541219467,-65.29163814140881,-120.12853796381614,-45.25051067653619
29179,USco1556 b,USco1556 A,1,1,M3.0 V,3410.0,,0.33,239.1037198,-25.6890476,140.635,4.173147164275957,-0.44835846232154725,-65.07639655784392,-108.75075724605527,-60.963420462239455
29180,USco1621 b,USco1621 A,1,1,M2.5 V,3460.0,,0.36,245.3730855,-25.4954265,137.901,4.282568237752557,-0.4449791366252141,-51.868523624859904,-113.15022241068473,-59.357975255141014
29181,UZ For b,UZ For,2,2,,,,0.7,53.8694682,-25.7393857,,0.9401995863883832,-0.44923702790574543,,,
29183,V0391 Peg b,V0391 Peg,1,1,,29300.0,0.23,0.5,331.0504119,26.4188227,1195.98,5.777919677738416,0.46109544061561814,937.242965821199,-518.4447713223349,532.1266790034254
29184,V1298 Tau b,V1298 Tau,1,4,K0,4970.0,1.31,1.1,61.331654,20.1570318,108.199,1.0704392979939503,0.3518065723391991,48.728030710830645,89.12042112772653,37.284757771253105
29189,V830 Tau b,V830 Tau,1,1,,4250.0,2.0,1.0,68.2918259,24.5619241,130.111,1.19191721415374,0.42868644616994495,43.77062483907202,109.94506317575177,54.0840808877914
29191,VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,,,,0.06,194.008964,-12.956031,,3.386095200183148,-0.22612539894045344,,,
29194,WASP-1 b,WASP-1,2,1,,6110.0,1.46,1.24,5.1669536,31.9899732,393.072,0.09018035261777409,0.5583303599647466,332.0257192018403,30.023629612278235,208.23808642370255
29203,WASP-10 b,WASP-10,1,1,K5 V,4700.0,,,348.9930457,31.4627508,140.998,6.091077714028039,0.5491285931944799,118.05597173729213,-22.962627133636474,73.59307913306293
29210,WASP-100 b,WASP-100,2,1,F2,6900.0,,1.57,68.9598159,-64.027039,364.411,1.2035758390241367,-1.1174826408528178,57.297383391029555,148.95245569317964,-327.60578859432985
29215,WASP-101 b,WASP-101,1,1,,6380.0,1.31,1.41,98.3511016,-23.486086,201.224,1.7165505458834631,-0.40990952910654493,-26.80437827253946,182.59708510777764,-80.19306697941917
29218,WASP-103 b,WASP-103,1,1,,6110.0,1.44,1.22,249.3148604,7.1833758,375.647,4.351365188130027,0.12537355911808168,-131.64913547790354,-348.6727960871202,46.9729177900427
29222,WASP-104 b,WASP-104,2,1,G8,5475.0,0.96,1.08,160.6023689,7.4350768,185.932,2.8030401238075435,0.12976657029864394,-173.9032740543161,61.23292853284391,24.0600989291617
29224,WASP-105 b,WASP-105,1,1,K2,5070.0,0.9,0.89,24.1678686,-50.659308,169.272,0.4218088802593524,-0.8841717213819036,97.90120677085159,43.93257155128433,-130.91330281412291
29225,WASP-106 b,WASP-106,1,1,F9,6055.0,1.39,1.19,166.4296276,-5.0794854,352.181,2.9047449744880285,-0.08865374453698119,-341.0045110533672,82.31104329416125,-31.18128211091842
29228,WASP-107 b,WASP-107,1,2,,4430.0,0.66,0.69,188.3864277,-10.1462141,64.7414,3.2879634294352487,-0.1770848426572732,-63.04747657898638,-9.294781447993886,-11.404894072993084
29234,WASP-11 b,WASP-11,3,1,,4800.0,0.74,0.77,47.3689472,30.6733817,124.73,0.826744091843349,0.5353515033859756,72.65732871295111,78.92835329097483,63.63018569101646
29240,WASP-110 b,WASP-110,1,1,G9,5400.0,,,305.8724366,-44.0587001,274.96,5.33848110976761,-0.768969380893755,115.78657738426223,-160.1149933223555,-191.20580276503193
29241,WASP-113 b,WASP-113,1,1,G1,5890.0,1.61,1.32,224.8728589,46.9600996,435.156,3.9247717861776343,0.8196083550844722,-210.47425778118205,-209.54222673170054,318.0462016182258
29242,WASP-114 b,WASP-114,2,1,G0,5940.0,1.43,1.29,327.6656953,10.4629385,523.337,5.718845228821508,0.18261272625867672,434.83681321666865,-275.25695722763777,95.03772376458917
29243,WASP-117 b,WASP-117,1,1,F9,6038.0,1.17,1.13,36.7758112,-50.2844247,157.963,0.6418589905318068,-0.877628773486162,80.84711159944979,60.42815036809516,-121.5092282837686
29247,WASP-118 b,WASP-118,1,1,,,1.75,1.32,19.5505861,2.7027847,376.658,0.3412220981396374,0.04717249198752718,354.5474698172875,125.90423568564765,17.76130756933556
29251,WASP-119 b,WASP-119,1,1,G5,5650.0,1.2,1.02,55.9336392,-65.19378,302.448,0.9762261666625671,-1.1378461128208288,71.07903948116153,105.11618724582698,-274.54170908868423
29253,WASP-12 b,WASP-12,3,1,,6300.0,1.57,1.35,97.636645,29.6722662,427.246,1.704080925850859,0.5178787417182262,-49.33177885066658,367.9293019661175,211.50307058327638
29266,WASP-120 b,WASP-120,1,1,F5,6450.0,1.87,1.39,62.6160813,-45.8982434,381.174,1.0928567833814513,-0.8010754682117567,122.01212872584317,235.547045080364,-273.7229407150545
29267,WASP-121 b,WASP-121,1,1,,,1.46,,107.6002312,-39.0972705,269.898,1.877978310347129,-0.6823760987678497,-63.335651058591154,199.65647425601438,-170.2081607815614
29271,WASP-123 b,WASP-123,2,1,G5,5740.0,1.28,1.17,289.4792124,-32.8601244,197.996,5.052365372459996,-0.5735173633949261,55.46059843525021,-156.79666631791983,-107.43064492401983
29272,WASP-124 b,WASP-124,1,1,F9,6050.0,1.02,1.07,332.7143373,-30.7497189,448.637,5.806960654475981,-0.536683838867729,342.6618458618864,-176.7523930905974,-229.38310464433022
29273,WASP-126 b,WASP-126,1,2,,5675.54,1.24,1.01,63.374706,-69.2265926,216.526,1.1060972821834056,-1.208231970806742,34.41638894751846,68.65222442454596,-202.44972938824813
29278,WASP-127 b,WASP-127,2,1,,,1.33,0.95,160.5587646,-3.8349989,159.507,2.8022790852045163,-0.06693335761536076,-150.07564301872694,52.971410431651634,-10.66836905984911
29281,WASP-129 b,WASP-129,2,1,G1,5900.0,0.9,1.0,176.2990518,-42.0639575,301.462,3.0769989220540355,-0.7341545547939627,-223.33788162490012,14.446324466343972,-201.9674027775651
29282,WASP-13 b,WASP-13,1,1,,5950.0,1.37,0.72,140.1029654,33.8823291,227.537,2.4452580380376943,0.591358201039287,-144.92195505447359,121.16081898553001,126.84939595813917
29287,WASP-130 b,WASP-130,1,1,G6,5625.0,0.96,1.04,203.1060194,-42.4752733,172.256,3.544868769149478,-0.7413333697694371,-116.85868712417391,-49.858965268846624,-116.31964735991241
29288,WASP-131 b,WASP-131,1,1,G0,6030.0,1.53,1.06,210.1935714,-30.5836084,200.075,3.668569887455787,-0.533784663720595,-148.87421930813989,-86.62450424158042,-101.79718913257024
29289,WASP-132 b,WASP-132,1,1,K4,4775.0,0.74,0.8,217.6091998,-46.159516,122.91,3.797997019140186,-0.8056355353270029,-67.44242769055235,-51.954914636060565,-88.65141788129662
29290,WASP-133 b,WASP-133,1,1,G4,5700.0,1.44,1.16,314.5754375,-35.7966224,559.084,5.49037713027664,-0.6247689219731546,318.2683587115704,-323.0204040806816,-327.013745042309
29291,WASP-135 b,WASP-135,1,1,G5 V,5675.0,0.96,0.98,267.2848846,29.8790428,298.214,4.665001277083087,0.5214876742043056,-12.24869484257021,-258.2848309439258,148.56145319335454
29292,WASP-136 b,WASP-136,1,1,,6260.0,2.21,1.41,0.325761,-8.9262512,275.587,0.005685602024589248,-0.15579247330009485,272.24493197835375,1.5478930155757566,-42.76091215483926
29293,WASP-138 b,WASP-138,1,1,,6272.0,1.36,1.22,41.6391598,-0.4641252,414.234,0.7267404362740636,-0.008100512881477187,309.56519726389246,275.22342962089726,-3.355471155941062
29294,WASP-139 b,WASP-139,2,1,K0,5310.0,0.8,0.92,49.562173,-41.3020235,212.472,0.8650231032930356,-0.7208562978110722,103.53159798360967,121.4866220095249,-140.23751165674275
29295,WASP-14 b,WASP-14,3,1,,6475.0,1.31,1.21,218.2766247,21.8946875,161.997,3.8096457811549804,0.382134385570246,-117.99953189850918,-93.11227322595819,60.4089650252943
29303,WASP-140 b,WASP-140,2,1,K0,5260.0,0.87,0.9,60.3855387,-20.4509991,117.598,1.0539264709054563,-0.3569372696173971,54.44963685917224,95.79239122195835,-41.08946864932118
29304,WASP-141 b,WASP-141,1,1,F9,5900.0,1.37,1.25,71.8244347,-17.1151736,516.543,1.2535728688986656,-0.2987161313704109,153.98972500166397,469.03646971247974,-152.01521477327853
29305,WASP-142 b,WASP-142,1,1,F8,6010.0,1.64,1.33,140.5063164,-23.946102,730.933,2.4522978410289062,-0.41793832291839916,-515.5074119589118,424.8560768580621,-296.6689614051345
29306,WASP-144 b,WASP-144,1,1,K2 V,5200.0,0.81,0.81,320.7628761,-40.0484393,355.513,5.598368306111628,-0.6989771260700931,210.78613655693493,-172.1405200102461,-228.7495118574097
29307,WASP-145 A b,WASP-145 A,2,1,K2 V,4900.0,0.68,0.76,322.2537644,-58.8361466,91.299,5.624389215726089,-1.0268844773560672,37.35887594562336,-28.922406534280903,-78.12372360138315
29308,WASP-147 b,WASP-147,1,1,G4,5702.0,1.43,1.04,359.1915117,-22.1532316,436.098,6.269074524380734,-0.38664683137685146,403.8644650207599,-5.699222016431326,-164.44597400332694
29309,WASP-148 b,WASP-148,1,2,G,5460.0,1.03,1.0,254.1305022,44.3025361,246.353,4.435413993136693,0.7732251219286478,-48.2102249463849,-169.58591036351152,172.06450483989428
29312,WASP-15 b,WASP-15,1,1,,6300.0,1.48,1.18,208.9280111,-32.1597118,282.091,3.6464816933382598,-0.561292857402472,-209.01246172943863,-115.51443596643033,-150.151717293401
29318,WASP-150 b,WASP-150,1,1,F8,6218.0,1.65,1.39,264.2630197,53.0212751,527.995,4.6122597850276374,0.9253958241006857,-31.747792809911225,-316.0079546847521,421.79351613397114
29319,WASP-151 b,WASP-151,1,1,G1,5871.0,1.14,1.08,349.0634651,0.3066895,453.099,6.0923067644153175,0.005352741556295149,444.8634136051646,-85.9614152203173,2.425310264775909
29320,WASP-153 b,WASP-153,1,1,G0,5914.0,1.73,1.34,279.2624729,40.0186905,610.176,4.874049629366437,0.6984579115615758,75.21443292829602,-461.2010827985582,392.3660297231558
29321,WASP-156 b,WASP-156,1,1,K3,4910.0,0.76,0.84,32.782085,2.4181937,122.066,0.5721553189186454,0.042205442015983995,102.53388382648579,66.03321305283042,5.15032012366435
