,index,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
682,29547,WASP-44 b,WASP-44,1,1,G8 V,5420.0,0.91,0.94,3.9032733,-11.9382645,364.512,0.06812497069018437,-0.2083620224989546,355.80075275116695,24.27648329143117,-75.40208780069558
683,29550,WASP-45 b,WASP-45,2,1,K2 V,5100.0,0.92,0.9,5.2377567,-35.998465,211.196,0.09141609983339288,-0.6282917399139406,170.15102693414167,15.598017867329512,-124.13331659094372
684,29553,WASP-46 b,WASP-46,1,1,G6 V,5600.0,0.86,0.83,318.7370122,-55.8718634,375.31,5.563010310859335,-0.9751479755545136,158.28043459798894,-138.87170139457544,-310.6759576717317
685,29594,WASP-49 b,WASP-49,2,1,G6 V,5600.0,1.04,1.0,91.0897193,-16.9653901,194.553,1.5898155165024244,-0.29610191613025005,-3.538996988716452,186.05262962720542,-56.76939596398558
686,29597,WASP-5 b,WASP-5,1,1,G4 V,5880.0,1.03,0.97,359.3490277,-41.2772202,309.137,6.271823697205306,-0.7204233985607124,232.3096464241957,-2.6395251723202877,-203.93858353467564
687,29611,WASP-52 b,WASP-52,1,1,K2 V,5000.0,0.79,0.87,348.4947931,8.7610793,174.818,6.082381565651416,0.15290967981332004,169.30653158921652,-34.46182649510897,26.62731679780442
688,29618,WASP-54 b,WASP-54,2,1,F9,6100.0,1.83,1.21,205.4542456,-0.1281712,251.303,3.585853047921073,-0.002237009446232156,-226.90814535690237,-108.00729303280535,-0.5621667159993705
689,29628,WASP-56 b,WASP-56,2,1,G6,5600.0,1.11,1.02,183.3660401,23.055687,321.084,3.2003411360889524,0.4023976494592539,-294.9276187277318,-17.34651113214814,125.74471487554443
690,29632,WASP-57 b,WASP-57,1,1,G6,5600.0,0.84,0.95,223.8199788,-2.0576866,398.276,3.906395561803907,-0.03591340614416755,-287.1783392616058,-275.58641650128754,-14.300373244251123
691,29634,WASP-58 b,WASP-58,2,1,G2 V,5800.0,1.17,0.94,274.7012534,45.1722194,290.404,4.794441331185268,0.7884039589632574,16.779609972041214,-204.03969125717538,205.9629391343567
692,29637,WASP-59 b,WASP-59,1,1,K5 V,4650.0,0.61,0.72,349.6229547,24.889277,115.936,6.102071700065983,0.4343998320908967,103.44802752213276,-18.943428101688085,48.7935265126045
693,29647,WASP-60 b,WASP-60,1,1,G1 V,5900.0,1.14,1.08,356.6667136,31.1559115,431.052,6.2250084845876374,0.5437732371349653,368.25412431926605,-21.4480576096634,223.01279660733178
694,29661,WASP-64 b,WASP-64,2,1,G7,5400.0,1.06,1.0,101.1149223,-32.8583878,369.926,1.7647883170332377,-0.5734870540071361,-59.904281568828374,304.9143023284286,-200.70872118891637
695,29664,WASP-65 b,WASP-65,1,1,G6,5600.0,1.01,0.93,133.3242982,8.5230171,273.703,2.3269479765007492,0.14875471059877882,-185.7210665842172,196.91503022810346,40.56462136007002
696,29673,WASP-68 b,WASP-68,2,1,G0,5911.0,1.69,1.24,305.0957239,-19.3147271,226.399,5.324924915810555,-0.33710558201917606,122.84047773820558,-174.81205153972394,-74.88304792489633
697,29676,WASP-69 b,WASP-69,1,1,K5,4715.0,0.81,0.83,315.0259661,-5.094857,49.9605,5.4982403377210405,-0.08892202956828074,35.20377448856744,-35.1718806660216,-4.436736686262155
698,29688,WASP-70 A b,WASP-70 A,2,1,G4,5763.0,1.22,1.11,315.4771912,-13.4333821,222.355,5.50611570138368,-0.23445674732347016,154.1954021155274,-151.6481079272279,-51.65631958940394
699,29691,WASP-71 b,WASP-71,1,1,F8,6059.0,2.26,1.56,29.2634506,0.7588247,362.715,0.5107435634647102,0.013243989460458216,316.3980237472427,177.2889920714947,4.803653204873539
700,29695,WASP-72 b,WASP-72,1,1,F7,6250.0,1.98,1.39,41.0400779,-30.1690785,434.754,0.7162844846299602,-0.5265497521176321,283.4962808965972,246.78792194482014,-218.4871181922518
701,29699,WASP-73 b,WASP-73,1,1,F9,6036.0,2.07,1.34,319.9496969,-58.1489328,316.678,5.584175651662894,-1.0148903338809252,127.92325417769052,-107.53188409631366,-268.99347692330184
702,29703,WASP-74 b,WASP-74,1,1,F9,5970.0,1.64,1.48,304.538843,-1.0760033,149.216,5.315205510564085,-0.0187798003473243,84.58530359068368,-122.89381355087399,-2.802081975049735
703,29708,WASP-75 b,WASP-75,2,1,F9,6100.0,1.26,1.14,342.3858995,-10.6754686,294.001,5.975761258677407,-0.18632207626326952,275.36718161993446,-87.4262084649639,-54.462476634235855
704,29712,WASP-76 b,WASP-76,2,1,F7,6250.0,1.73,1.46,26.632936,2.700389,194.459,0.4648324226729285,0.04713067913463716,173.63323362472838,87.07392314921465,9.161592079172744
705,29715,WASP-77 A b,WASP-77 A,2,1,G8 V,5500.0,0.95,1.0,37.1555223,-7.0606675,105.166,0.6484861994331763,-0.12323189526355673,83.18157549884867,63.03653684226763,-12.927028910881722
706,29735,WASP-80 b,WASP-80,1,1,K7 V,4145.0,0.57,0.57,303.1667996,-2.1444369,49.7876,5.291258835753828,-0.03742748450626039,27.218638445312536,-41.64708999046137,-1.8629896053835564
707,29740,WASP-82 b,WASP-82,1,1,F5,6490.0,2.18,1.63,72.6605916,1.8938365,275.664,1.2681665598669347,0.03305368241944559,82.11167800187802,262.9930040858619,9.110051240784223
708,29743,WASP-83 b,WASP-83,1,1,G8,5510.0,1.05,1.11,190.1519558,-19.2843527,271.103,3.318777707816728,-0.33657544873085826,-251.88542605159128,-45.10332312980179,-89.5335635080892
709,29745,WASP-84 b,WASP-84,1,1,K0,5314.0,0.75,0.84,131.1069959,1.8598933,100.588,2.288248750853706,0.03246126182078265,-66.09847556849094,75.75143165153122,3.2646399901059078
710,29752,WASP-85 A b,WASP-85 A,2,1,G5 V,6112.0,0.94,1.09,175.9080328,6.5637842,141.887,3.07017435306618,0.11455964568038199,-140.59763362105392,10.058350988722408,16.218993943754956
711,29754,WASP-88 b,WASP-88,1,1,F6,6431.0,2.08,1.45,309.5112337,-48.4620833,523.756,5.401990099974631,-0.845822915960759,220.96933920899173,-267.9501881634259,-392.04029809284424
712,29758,WASP-89 b,WASP-89,1,1,K3,5130.0,0.88,0.92,313.9000261,-18.9714084,290.946,5.478588977541135,-0.33111354032050944,190.78411269944715,-198.2538458293788,-94.58546331939996
713,29759,WASP-90 b,WASP-90,1,1,F6,6430.0,1.98,1.55,315.5319489,7.0562793,466.433,5.507071403539499,0.12315530672532071,330.34465706061235,-324.26689870654627,57.29859896842907
714,29760,WASP-91 b,WASP-91,1,1,K3,4920.0,0.86,0.84,357.846434,-70.1528621,149.942,6.245598489820582,-1.2243984233425433,50.871134419479816,-1.9129849916584005,-141.03571014213708
715,29762,WASP-92 b,WASP-92,1,1,F7,6280.0,1.34,1.19,246.6920395,51.0411328,575.889,4.305588327734906,0.8908358213076724,-143.27216297923405,-332.5470523473281,447.8098766344433
716,29763,WASP-93 b,WASP-93,1,1,F4,6700.0,1.52,1.33,9.4587443,51.288778,370.284,0.16508623113924628,0.8951580454244322,228.4255115111903,38.056258184187136,288.9355422232951
717,29767,WASP-94 A b,WASP-94 A,2,2,F8,6153.0,1.62,1.45,313.7832393,-34.1357512,211.211,5.476550663358267,-0.5957812510816054,120.96461255213424,-126.21461871189267,-118.52223021241039
718,29768,WASP-94 B b,WASP-94 B,2,2,F9,6040.0,1.35,1.24,313.7882932,-34.135724,208.696,5.476638870553334,-0.5957807763520488,119.53526203233193,-124.70121189443579,-117.11084193583774
719,29769,WASP-95 b,WASP-95,1,1,G2,5630.0,1.13,1.11,337.4578243,-48.0030988,137.544,5.889750120651529,-0.8378121252201389,84.99810569859218,-35.28069293140566,-102.2200893656957
720,29772,WASP-96 b,WASP-96,1,1,G8,5540.0,1.05,1.06,1.0465696,-47.3606352,352.464,0.018266085371280046,-0.8265990200759231,238.7127790326577,4.360833008943466,-259.28375104887243
721,29774,WASP-97 b,WASP-97,1,1,G5,5640.0,1.06,1.12,24.6051389,-55.7720006,151.068,0.4294406867155358,-0.973405040894253,77.2581290073888,35.37991529237758,-124.90389793830239
722,29777,WASP-98 b,WASP-98,2,1,G7,5525.0,0.7,0.69,58.4290113,-34.3282716,281.742,1.0197786258699724,-0.5991413659388619,121.81450828839995,198.23149123639976,-158.88378147768418
723,29782,WASP-99 b,WASP-99,1,1,F8,6180.0,1.76,1.48,39.8976689,-50.0081934,158.66,0.6963456861755443,-0.8728076278040977,78.228420670727,65.4037046930207,-121.5551940963113
724,29787,WTS-1 b,WTS-1,1,1,F6 V,6250.0,1.15,1.2,293.9850284,36.2962939,2346.01,5.1310066971490365,0.6334898348265335,768.6085539738284,-1727.5378053136978,1388.74653629458
725,29790,Wendelstein-1 b,Wendelstein-1,1,1,K7 V,4251.0,0.61,0.65,299.0506412,17.5699627,305.3,5.219418319140206,0.3066536985675927,141.33240289098953,-254.43977783017579,92.16095350412672
726,29791,Wendelstein-2 b,Wendelstein-2,1,1,K6 V,4591.0,0.66,0.73,297.7909214,16.9125679,565.541,5.197432060977642,0.29517999482210305,252.27721694591798,-478.6701470267597,164.52270006416296
727,29792,Wolf 1061 b,Wolf 1061,1,3,M3.5,3342.0,0.31,0.29,247.5748276,-12.6676866,4.30592,4.320995886677331,-0.2210928397807659,-1.6026236921342154,-3.8834130129967694,-0.9442709983354629
728,29798,Wolf 503 b,Wolf 503,1,1,K3.5 V,4716.0,0.69,0.69,206.8461979,-6.1393369,44.526,3.6101471985867803,-0.10715164279418186,-39.49923144755922,-19.992488805180987,-4.761909535770547
729,29802,XO-1 b,XO-1,1,1,G1 V,5750.0,1.0,1.0,240.5492745,28.1696248,163.553,4.198376853308637,0.49165270181144916,-70.89006471236834,-125.54957235167508,77.2106690580242
730,29838,XO-5 b,XO-5,1,1,G8 V,5470.0,1.08,0.88,116.7163868,39.0944695,276.211,2.0370852406912485,0.6823272120955014,-96.3749987190962,191.48390399190527,174.1789041615345
731,29845,XO-6 b,XO-6,1,1,F5,6720.0,1.93,1.47,94.7929552,73.8275672,235.479,1.6544491759354798,1.288534126377371,-5.480204512020329,65.35838859170674,226.16057976624018
732,29846,XO-7 b,XO-7,1,1,G0 V,6250.0,1.48,1.41,277.4780753,85.2333208,234.149,4.842906016081752,1.4876020803685672,2.5323165480833616,-19.291896243089578,233.33916155083392
733,29847,YSES 2 b,YSES 2,1,1,K1 V,4749.0,1.19,1.1,171.9802779,-66.4345736,109.406,3.001622097849839,-1.1595020464785022,-43.31230831901947,6.1023519454725905,-100.28199282429415
734,29848,YZ Cet b,YZ Cet,1,3,M4.5,3056.0,0.17,0.13,18.1330792,-16.9962434,3.71207,0.3164819355648994,-0.2966404078003556,3.3736377936796926,1.1048310260140732,-1.0850714842408808
735,29855,alf Tau b,alf Tau,2,1,K5 III,4055.0,45.1,1.13,68.980174,16.509201,20.4332,1.2039311548985872,0.2881399143235404,7.027051457327673,18.287178617610962,5.806488462372201
736,29856,bet Cnc b,bet Cnc,2,1,K4 III,4092.1,47.2,1.7,124.1286379,9.1853306,89.0472,2.16645342737082,0.16031426185418626,-49.319550741527465,72.76630190417447,14.214466211730661
737,29866,bet UMi b,bet UMi,1,1,K4 III,4126.0,38.3,1.4,222.676495,74.155548,38.77472,3.8864380045506906,1.294258471220696,-7.78314244544731,-7.176167585520457,37.30153111518081
738,29867,eps CrB b,eps CrB,1,1,K2 III,4406.0,21.0,1.7,239.3965057,26.8776171,69.8683,4.1782572422343724,0.46910291348533,-31.727099728250423,-53.640129329090115,31.586500491224708
739,29878,gam Cep b,gam Cep,2,1,K1 IV,4888.0,4.66,1.59,354.8358233,77.6331009,14.1024,6.193053420609811,1.3549532192379732,3.0080659018694664,-0.27185922643213306,13.77517033836656
740,29880,gam Lib b,gam Lib,1,2,K0 III,4822.0,11.1,1.47,233.8818636,-14.789502,47.4017,4.082008580520278,-0.25812550463028644,-27.015349648073528,-37.02266913551328,-12.100165964343036
741,29895,mu Leo b,mu Leo,1,1,K2 III,4538.2,11.4,1.5,148.1898673,26.0067142,32.6081,2.5864011024784794,0.4539027904151631,-24.90447095933892,15.44752437768929,14.297884544440118
742,29897,nu Oph b,nu Oph,1,2,K0 III,4886.0,14.6,2.7,269.7566013,-9.7741342,46.2107,4.708140871674616,-0.17059082332178196,-0.19345801249623776,-45.53952404609715,-7.844942201338454
743,29900,ome Ser b,ome Ser,2,1,G8 III,4770.0,12.3,2.17,237.5732422,2.196304,76.7556,4.146435291027937,0.03833273617472154,-41.127733209020676,-64.74008869268177,2.941531660770537
744,29909,rho CrB b,rho CrB,1,2,G0 V,5627.0,1.36,0.89,240.2600639,33.3001861,17.4671,4.193329176106968,0.5811978889718497,-7.242087728259892,-12.676193232051165,9.589883883024218
745,29921,tau Gem b,tau Gem,1,1,K2 III,4388.0,26.8,2.3,107.7847232,30.2449545,112.537,1.8811983031907187,0.5278740381408753,-29.694541621625486,92.57246291229498,56.68465116090356
746,29924,ups And b,ups And,2,3,F8 V,6089.0,1.64,1.31,24.1983534,41.4038147,13.4054,0.4223409403911644,0.7226328894006282,9.17143940506092,4.121491494267761,8.86581954824112
