id,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
12966,Kepler-1654 b,Kepler-1654,1,1,G5 V,5597,1.18,1.01,282.1856949,44.4344617,568.117,4.925069478,0.775527658,85.62805923,-396.5247349,397.7347053
12967,Kepler-1655 b,Kepler-1655,1,1,,6134,1.04,1.03,286.6895986,39.2120802,213.26,5.003677427,0.684379906,47.45363937,-158.2756046,134.8214104
12976,Kepler-1656 b,Kepler-1656,1,1,,5733,0.99,0.99,284.4722473,39.911889,185.875,4.964977346,0.696593874,35.63033475,-138.0480967,119.2590369
12984,Kepler-1658 b,Kepler-1658,1,1,,5843.47,3.91,1.05,294.3565559,38.9473424,788.238,5.137491075,0.67975936,252.822694,-558.4697391,495.49105
12991,Kepler-166 b,Kepler-166,1,3,,5350,0.83,0.88,293.1600977,48.8812074,603.53,5.11660894,0.853138011,156.0994134,-364.9088656,454.66796
13023,Kepler-1661 b,Kepler-1661,2,1,K,5100,0.76,0.84,285.1670927,41.9669383,410.607,4.977104686,0.73246125,79.87685813,-294.6644543,274.5735883
13024,Kepler-1663 b,Kepler-1663,1,1,,3743,0.49,0.51,290.4015156,48.8227234,337.926,5.0684626,0.852117273,77.55841782,-208.5314168,254.3488186
13032,Kepler-1664 b,Kepler-1664,1,1,,5812,1.05,0.94,286.8527157,49.2616668,626.691,5.006524357,0.859778281,118.5689756,-391.4174995,474.842446
13040,Kepler-1665 b,Kepler-1665,1,1,,5059,1.66,0.95,290.39624,41.0399229,335.515,5.068370523,0.716281779,88.19510432,-237.197132,220.2940293
13048,Kepler-1666 b,Kepler-1666,1,2,,6293,1.15,1.23,297.9516071,46.2647024,1379.37,5.200236556,0.807471384,446.9752037,-842.3536884,996.6519091
13064,Kepler-1667 b,Kepler-1667,1,1,,5941.54,1.09,1.09,283.5329505,48.0943604,626.819,4.948583524,0.839404941,97.96741333,-407.0322814,466.5074132
13072,Kepler-1668 b,Kepler-1668,1,1,,5900,0.95,1.06,297.3523076,46.0959309,1335.64,5.189776806,0.804525766,425.5540614,-822.6522857,962.331111
13080,Kepler-1669 b,Kepler-1669,1,1,,4303,0.71,0.67,297.4303826,39.8478795,543.444,5.191139472,0.695476697,192.2047411,-370.3197734,348.2125559
13088,Kepler-167 b,Kepler-167,2,4,,4909,0.7,0.71,292.6585253,38.3455558,341.908,5.107854851,0.669256202,103.3026665,-247.4559656,212.1206841
13131,Kepler-1670 b,Kepler-1670,1,1,,5838,1.52,1.05,290.3264599,43.121755,2065.98,5.067152631,0.752616604,523.8197544,-1414.06152,1412.202621
13139,Kepler-1671 b,Kepler-1671,1,1,,5302,0.82,0.77,291.7484295,39.4467817,357.059,5.091970682,0.68847622,102.1654254,-256.100057,226.861447
13147,Kepler-1672 b,Kepler-1672,1,1,,6222,1.39,1.14,297.9400971,40.2785566,391.181,5.200035668,0.702993431,139.8316597,-263.6497134,252.9001984
13155,Kepler-1673 b,Kepler-1673,1,1,,6184,1.04,1.1,285.6671724,48.7195865,727.187,4.985832723,0.850317195,129.5580448,-461.9332281,546.4735481
13163,Kepler-1674 b,Kepler-1674,1,1,,5473.91,0.88,0.96,294.8160447,45.3060844,1012.48,5.145510668,0.790740344,298.8714275,-646.3416247,719.7458749
13171,Kepler-1675 b,Kepler-1675,1,1,,5853.19,1.13,1.06,283.8095478,41.0412517,651.117,4.953411058,0.716304971,117.2224323,-476.9011734,427.5248763
13179,Kepler-1676 b,Kepler-1676,1,1,,6122,1,1.07,287.2368778,43.5671665,,5.013229251,0.760390501,,,
13186,Kepler-1677 b,Kepler-1677,1,1,,6215,1.15,1.2,298.493273,47.0130566,735.369,5.209690409,0.820532629,239.1946554,-440.6651249,537.9291131
13194,Kepler-1678 b,Kepler-1678,1,1,,5754,0.83,1.03,292.5916297,38.3995629,847.339,5.106687302,0.670198804,255.1048359,-613.1024471,526.317673
13202,Kepler-1679 b,Kepler-1679,1,1,,5501,0.87,0.96,293.9005786,50.4270507,909.28,5.12953277,0.880118067,234.6901128,-529.5939029,700.8858448
13210,Kepler-168 b,Kepler-168,1,2,,6251,1.12,1.09,294.7101832,39.8250437,1343.6,5.143663036,0.695078137,431.3593495,-937.4035976,860.5025083
13231,Kepler-1680 b,Kepler-1680,1,1,,5146,0.91,0.83,297.0746571,39.9338893,310.315,5.184930891,0.696977851,108.3009653,-211.8696789,199.192217
13239,Kepler-1681 b,Kepler-1681,1,1,,5756.4,,,296.6972773,46.3716969,758.3,5.178344371,0.809338791,235.065847,-467.4317482,548.8811332
13247,Kepler-1682 b,Kepler-1682,1,1,,5619.12,0.84,0.99,293.9835827,39.5728474,1159.85,5.130981465,0.690676482,363.400741,-816.8412502,738.8926146
13255,Kepler-1683 b,Kepler-1683,1,1,,5450,0.93,0.83,298.4501035,44.2840193,733.143,5.208936959,0.772901943,250.0340053,-461.4632466,511.8919091
13263,Kepler-1684 b,Kepler-1684,1,1,,4505,0.67,0.67,294.0054181,46.3106625,621.996,5.131362565,0.808273539,174.7884247,-392.4813403,449.7626353
13271,Kepler-1685 b,Kepler-1685,1,1,,5681,0.92,1.04,296.1882618,43.9368118,1141.89,5.169460374,0.766842029,362.8908129,-737.8730725,792.3170823
13279,Kepler-1686 b,Kepler-1686,1,1,,5806,1.1,1,291.6067189,42.0359783,729.823,5.089497366,0.733666226,199.6037479,-503.9688458,488.6873823
13286,Kepler-1687 b,Kepler-1687,1,1,,4024,0.55,0.56,289.7428363,50.7870626,417.014,5.056966478,0.88640146,89.05667381,-248.1409283,323.1031797
13293,Kepler-1688 b,Kepler-1688,1,1,,4632.11,,,289.5530051,41.2978532,,5.053653298,0.720783512,,,
13301,Kepler-1689 b,Kepler-1689,1,1,,5731.43,1,1.02,291.5741663,38.6559433,294.122,5.088929216,0.674673486,84.45568817,-213.5920373,183.7210637
13308,Kepler-169 b,Kepler-169,1,5,,5046,0.73,,285.9999204,40.9193822,406.529,4.991640271,0.714177947,84.67160818,-295.2865377,266.2750595
13362,Kepler-1690 b,Kepler-1690,1,1,,5717,0.98,0.91,288.1566649,41.8779417,703.789,5.029282564,0.730907967,163.2929355,-497.9272327,469.8114991
13370,Kepler-1691 b,Kepler-1691,1,1,,5927,1.19,1.09,286.2543962,41.0218373,1267.67,4.996081712,0.715966126,267.7005005,-918.1765664,832.0309273
13377,Kepler-1692 b,Kepler-1692,1,1,,5452,0.9,1.01,286.9241804,47.0537092,591.019,5.007771652,0.821242151,117.2192405,-385.2293751,432.6215859
13384,Kepler-1693 b,Kepler-1693,1,1,,5693,0.86,0.95,290.2015581,48.1857799,760.065,5.064972683,0.841000512,174.9923159,-475.5752781,566.4844644
13391,Kepler-1694 b,Kepler-1694,1,1,,4972,0.63,0.68,293.7936339,40.241023,513.329,5.127666233,0.702338346,158.0858865,-358.5365727,331.6127874
13398,Kepler-1695 b,Kepler-1695,1,1,,5473.19,0.99,0.96,293.6193001,46.4134015,791.175,5.124623534,0.810066673,218.5490383,-499.7800253,573.0742751
13405,Kepler-1696 b,Kepler-1696,1,1,,5982,0.96,1.05,295.5761011,42.0233639,1506.36,5.158776154,0.733446063,483.0970216,-1009.381525,1008.40798
13412,Kepler-1697 b,Kepler-1697,1,1,,4928,1.69,0.96,287.663331,43.4713782,247.771,5.020672263,0.75871868,54.55912327,-171.3348335,170.4644988
13419,Kepler-1698 b,Kepler-1698,1,1,,4975.03,0.74,0.82,293.3450181,39.2577469,222.345,5.11983641,0.68517694,68.22264116,-158.0692142,140.7021456
13426,Kepler-1699 b,Kepler-1699,1,1,,5575.53,,,292.1373281,48.9171579,818.759,5.098758243,0.853765466,202.7511171,-498.3840666,617.1479618
13433,Kepler-17 b,Kepler-17,1,1,,5624,1.02,1.02,298.3952437,47.8149865,720.753,5.207979475,0.834528946,230.1691298,-425.7733762,534.0637516
13446,Kepler-170 b,Kepler-170,1,2,,5573,1,,284.5211975,41.6296562,738.657,4.965831688,0.726574567,138.4356478,-534.4751207,490.6995826
13470,Kepler-1700 b,Kepler-1700,1,1,,6299,1.17,1.25,286.9497376,45.3537626,717.597,5.008217709,0.791572486,147.0126688,-482.3698209,510.5409734
13477,Kepler-1701 b,Kepler-1701,1,1,,5146,0.84,0.87,286.6088625,41.8892986,584.142,5.002268316,0.731106182,124.2978994,-416.7135698,390.0278312
13484,Kepler-1702 b,Kepler-1702,1,1,,5093,0.73,0.85,284.9724842,44.5674794,857.14,4.973708127,0.777849255,157.7639211,-589.9160315,601.4969664
13490,Kepler-1704 b,Kepler-1704,1,1,,5757,1.52,1.17,291.2012559,51.1442437,835.455,5.082420701,0.892635446,189.5499542,-488.6571867,650.5920579
13495,Kepler-171 b,Kepler-171,1,3,,5949,1.09,1.07,296.7719082,41.7555958,863.855,5.179646926,0.728772628,290.2766015,-575.3507651,575.2881476
13528,Kepler-172 b,Kepler-172,1,4,,5429,1.09,0.95,283.3684093,41.821839,828.592,4.945711738,0.72992879,142.7696192,-600.75322,552.5188748
13571,Kepler-173 b,Kepler-173,1,2,,6031,0.95,,294.6466171,41.8840952,833.165,5.142553598,0.731015365,258.6730852,-563.7786644,556.2425459
13592,Kepler-174 b,Kepler-174,1,3,,4859,0.65,0.64,287.4389454,43.8320052,384.757,5.016755996,0.765012808,83.17982612,-264.7962636,266.462013
13627,Kepler-175 b,Kepler-175,1,2,,6029,0.95,1.04,289.553232,43.876116,1312.34,5.053657258,0.765782687,316.6053905,-891.433107,909.5846954
13649,Kepler-176 b,Kepler-176,1,4,,5229,0.88,0.83,294.6679021,43.8532104,527.321,5.142925092,0.765382909,158.7046569,-345.5584677,365.3349345
13689,Kepler-177 b,Kepler-177,1,2,,,1.07,1.07,286.0471442,45.0532038,1435.44,4.992464482,0.786326745,280.3165594,-974.5528685,1015.951439
13713,Kepler-178 b,Kepler-178,1,3,,5386,1.08,0.89,287.1010275,46.8964033,716.025,5.010858216,0.818496645,143.8746496,-467.642017,522.7837313
13745,Kepler-179 b,Kepler-179,1,2,,5294,0.76,0.85,298.6636163,47.7619329,605.68,5.21266346,0.833602986,195.2941335,-357.2504151,448.4201208
13767,Kepler-18 b,Kepler-18,1,3,,5356,1.05,0.88,298.0794448,44.746248,433.047,5.202467744,0.780969356,144.7687712,-271.3620776,304.8513243
13801,Kepler-180 b,Kepler-180,1,2,,5610,0.93,0.95,295.5712566,49.774514,695.65,5.158691602,0.868729153,193.9107918,-405.2446375,531.1349274
13822,Kepler-181 b,Kepler-181,1,2,,5324,0.76,0.84,296.1512831,50.0957806,609.283,5.168814974,0.874336313,172.2681843,-350.8479102,467.3919027
13843,Kepler-182 b,Kepler-182,1,2,,6215,1.15,1.2,289.8301128,50.5862025,1549.09,5.05848974,0.88289579,333.6495963,-925.2213932,1196.797037
13865,Kepler-183 b,Kepler-183,1,2,,5888,0.94,1.04,293.5308112,39.3159329,1050.64,5.123079111,0.686192478,324.5209592,-745.2509022,665.6813422
13889,Kepler-184 b,Kepler-184,1,3,,5783,0.86,0.87,291.9518784,43.0746172,610.326,5.095521535,0.751793894,166.6605263,-413.4988245,416.8222851
13925,Kepler-185 b,Kepler-185,1,2,,5037,0.73,,282.4681674,43.8899464,466.735,4.929999553,0.766024073,72.61986299,-328.4304517,323.5758862
13946,Kepler-186 b,Kepler-186,1,5,,3761,0.51,0.55,298.652736,43.9549884,177.594,5.212473563,0.76715927,61.30275533,-112.1913854,123.2667598
14021,Kepler-187 b,Kepler-187,1,2,,6112,1.23,1.06,299.7964955,44.0892448,1143,5.232435932,0.769502486,407.955973,-712.4323247,795.2742337
14042,Kepler-188 b,Kepler-188,1,2,,6008,1.12,1.01,281.2797173,44.3154743,968.544,4.909257186,0.773450936,135.5495526,-679.611225,676.6331218
14063,Kepler-189 b,Kepler-189,1,2,,5073,0.77,0.85,287.5646296,44.3050662,591.534,5.018949599,0.773269281,127.7501184,-403.5836654,413.1738198
14086,Kepler-19 b,Kepler-19,1,3,,5544,0.86,0.94,290.4209694,37.8516556,218.562,5.068802133,0.660636018,60.21471985,-161.7313042,134.1138345
14100,Kepler-190 b,Kepler-190,1,2,,5239,0.79,0.87,288.5839761,44.7337701,433.387,5.036740551,0.780751575,98.1168798,-291.8183568,305.0236323
14122,Kepler-191 b,Kepler-191,1,3,,5215,0.8,0.84,291.1833211,45.3230937,594.464,5.08210768,0.791037212,151.035675,-389.7296777,422.7132012
14151,Kepler-192 b,Kepler-192,1,3,,5543,0.81,0.89,287.9179379,45.5928829,651.674,5.025115992,0.795745922,140.2936131,-433.8928913,465.5466285
14182,Kepler-193 b,Kepler-193,1,2,,6343,1.14,1.21,296.4985951,46.5772484,1009.1,5.174876712,0.812926341,309.4814561,-620.7618888,732.9111241
14204,Kepler-194 b,Kepler-194,1,3,,6085,1,0.96,291.971429,47.8640498,1097.97,5.095862758,0.835385262,275.6018502,-683.1190679,814.2051831
14236,Kepler-195 b,Kepler-195,1,2,,5320,0.79,0.88,288.1209339,47.9666141,652.051,5.02865894,0.837175347,135.7896985,-414.9356617,484.3140108
14257,Kepler-196 b,Kepler-196,1,2,,5313,1.5,0.93,284.9685077,42.0791214,451.312,4.973638724,0.734419215,86.51949406,-323.6065169,302.4495341
14279,Kepler-197 b,Kepler-197,2,4,,5963.52,1.21,1.09,295.2264739,50.5592348,330.575,5.152674009,0.882425115,89.50473459,-189.9793421,255.2970479
14328,Kepler-198 b,Kepler-198,1,3,,5636,0.93,0.97,290.6731326,38.6910045,495.358,5.073203211,0.675285419,136.4982746,-361.7451255,309.6582525
14360,Kepler-199 b,Kepler-199,1,2,,5750,0.88,0.98,295.5594278,40.236249,521.054,5.15848515,0.702255024,171.6150134,-358.8400383,336.5700298
14381,Kepler-20 b,Kepler-20,2,6,,5465,0.93,0.88,287.6979913,42.3385782,282.563,5.0212772,0.73894759,63.4946736,-198.9791902,190.3091098
14441,Kepler-200 b,Kepler-200,1,2,,6053,1.28,1.04,284.4099503,41.2374928,665.912,4.963890058,0.719730025,124.61693,-485.0012096,438.9569902
14462,Kepler-201 b,Kepler-201,1,2,,6131,1.24,1.1,293.626059,41.2728004,636.445,5.124741499,0.720346258,191.701358,-438.2436577,419.8277312
14484,Kepler-202 b,Kepler-202,1,2,,4763,0.66,0.68,282.9734874,41.3217991,285.111,4.938819051,0.721201447,48.07043609,-208.6563907,188.2552154
14506,Kepler-203 b,Kepler-203,1,3,,5871.24,1.08,1.06,297.089959,41.3880686,703.302,5.185197959,0.722358068,240.2866127,-469.7642013,464.9920883
14541,Kepler-204 b,Kepler-204,1,2,,5799,1.03,1.04,285.347162,41.761845,686.723,4.980247488,0.728881697,135.5730389,-493.9736705,457.3821627
14563,Kepler-205 b,Kepler-205,1,2,,4281.6,0.6,0.67,285.2866912,41.8609357,159.72,4.979192074,0.730611156,31.36213862,-114.7453839,106.5851375
14589,Kepler-206 b,Kepler-206,1,3,,5762,1.14,0.98,291.6346564,41.8338415,594.447,5.089984967,0.730138273,163.2957943,-411.7103447,396.4799004
14621,Kepler-207 b,Kepler-207,1,3,,5918,1.55,1.18,290.0305195,42.1660555,875.519,5.061987497,0.735936501,222.2742473,-609.6828145,587.7197836
14651,Kepler-208 b,Kepler-208,1,4,,5951,1.4,1.16,293.8901979,42.5279413,775.328,5.129351593,0.7422526,231.3989096,-522.4225941,524.0827085
14694,Kepler-209 b,Kepler-209,1,2,,5506,0.91,0.9,291.1694567,42.6407281,576.946,5.081865701,0.744221101,153.2663325,-395.769831,390.8226697
14716,Kepler-21 b,Kepler-21,2,1,,6305,1.9,1.41,287.3619673,38.7141384,108.522,5.015412474,0.675689182,25.26827203,-80.81911613,67.87348068
14727,Kepler-210 b,Kepler-210,1,2,,4588,0.7,0.77,292.5034196,43.0832188,232.75,5.105147745,0.75194402,65.06243446,-157.0480998,158.9821892
14753,Kepler-211 b,Kepler-211,1,2,,5224,0.81,0.9,285.4391183,43.1685051,309.353,4.981852428,0.753432547,60.06459905,-217.4830711,211.6427091
14777,Kepler-212 b,Kepler-212,1,2,,5914,1.14,1.14,287.6208165,43.1416239,687.194,5.019930245,0.752963382,151.7885204,-477.8955536,469.9060316
14798,Kepler-213 b,Kepler-213,1,2,,5736,1.01,1.09,290.8241931,44.6472832,634.939,5.075839714,0.779242094,160.5890003,-422.2163916,446.1972942
14817,Kepler-214 b,Kepler-214,1,2,,6352,1.07,1.15,284.7548499,44.95605,1208.44,4.969909692,0.784631091,217.7931935,-826.9521858,853.8404071
14839,Kepler-215 b,Kepler-215,1,4,,5697.97,0.9,1.01,294.9735313,45.2136867,485.997,5.148259327,0.7891277,144.5474939,-310.3573448,344.9310432
14885,Kepler-216 b,Kepler-216,1,2,,6277,1.03,1.08,293.7280695,46.1291139,1187.47,5.126521918,0.805104919,331.1556648,-753.3906159,856.051112
14907,Kepler-217 b,Kepler-217,1,3,,6653,1.36,1.38,293.0377331,46.2775223,1104.64,5.114473275,0.807695134,298.7819239,-702.5992611,798.318965
14938,Kepler-218 b,Kepler-218,1,3,,5497,1.05,0.98,295.4128785,46.2665801,656.38,5.155927383,0.807504156,194.7249253,-409.8519601,474.2765846
14969,Kepler-219 b,Kepler-219,1,3,,5910,1.43,1.16,288.7389481,46.7625929,787.07,5.039445323,0.816161213,173.209128,-510.5811812,573.397454
15004,Kepler-22 b,Kepler-22,1,1,G5 V,5518,0.98,0.97,289.2172051,47.8841427,194.642,5.047792482,0.83573595,42.96501198,-123.2595194,144.3835405
15014,Kepler-220 b,Kepler-220,1,4,,4500,0.71,0.72,291.5060432,46.8956262,171.109,5.087740243,0.818483082,42.86420086,-108.7834643,124.9284117
15062,Kepler-221 b,Kepler-221,1,4,,5280,0.75,0.72,296.6547477,46.8352242,385.231,5.177602089,0.817428868,118.2257803,-235.5290362,280.9833826
15108,Kepler-222 b,Kepler-222,1,3,,5431,0.84,0.94,287.9060885,46.9377479,758.854,5.024909181,0.819218244,159.306114,-493.0420822,554.4280481
15141,Kepler-223 b,Kepler-223,1,4,,5825,1,0.9,298.3183909,47.2794824,1859.71,5.20663814,0.825182637,598.4992499,-1110.679516,1366.276306
15190,Kepler-224 b,Kepler-224,1,4,,5195,0.7,0.77,290.9342679,47.3575414,782.088,5.077760882,0.826545023,189.2968631,-494.8312435,575.3002502
15233,Kepler-225 b,Kepler-225,1,2,,4128,0.62,0.66,292.1939846,47.4570808,561.101,5.099747086,0.828282313,143.3099153,-351.2756448,413.4029774
15260,Kepler-226 b,Kepler-226,1,3,,5559,0.81,0.91,292.3760942,47.8809596,980.138,5.102925498,0.835680394,250.2438695,-607.8568727,727.0203072
15293,Kepler-227 b,Kepler-227,1,2,,5539,0.95,,291.9342748,48.141676,1083.06,5.095214295,0.840230754,269.9653883,-670.4008861,806.6599684
15315,Kepler-228 b,Kepler-228,1,3,,6046,0.97,1.05,296.2860853,48.2246328,1644.61,5.171167716,0.841678623,485.2162771,-982.3610878,1226.488447
15347,Kepler-229 b,Kepler-229,1,3,,5002,0.72,,286.9994758,48.3757867,826.265,5.009085804,0.844316756,160.460502,-524.8598278,617.6475036
15379,Kepler-23 b,Kepler-23,1,3,,5861.98,1.53,1.06,294.2189131,49.4792536,835.756,5.135088755,0.863575887,222.7558627,-495.217007,635.3172697
15417,Kepler-230 b,Kepler-230,1,2,,5588,0.8,0.85,285.7185682,48.5058038,740.754,4.986729749,0.846585983,132.9590059,-472.4289581,554.8416628
15438,Kepler-231 b,Kepler-231,1,2,,4078,0.59,,293.9733913,50.531846,316.618,5.130803591,0.88194709,81.77360526,-183.8963197,244.4221328
15466,Kepler-232 b,Kepler-232,1,2,,5841,0.93,1.05,295.8161668,51.1217249,1349.13,5.162966091,0.892242419,368.7712501,-762.290979,1050.272339
15488,Kepler-233 b,Kepler-233,1,2,,5354,0.79,0.88,296.3665054,51.3194548,856.417,5.172571312,0.895693457,237.7068771,-479.5611159,668.5556481
15510,Kepler-234 b,Kepler-234,1,2,,6167,1.06,1.15,291.6535379,38.4946597,1733.1,5.090314511,0.671858556,500.5166565,-1260.717714,1078.753693
15532,Kepler-235 b,Kepler-235,1,4,,4074,0.64,0.64,286.0790779,39.278237,428.018,4.99302183,0.68553456,91.76378041,-318.3593478,270.9725864
15590,Kepler-236 b,Kepler-236,1,2,,3840,0.61,0.6,283.8664285,39.8981928,288.763,4.954403813,0.69635483,53.09284749,-215.0785817,185.2199325
15616,Kepler-237 b,Kepler-237,1,2,,4812,0.83,0.78,283.2213438,40.421762,657.822,4.943144961,0.705492836,114.5385202,-487.5205028,426.5377714
15637,Kepler-238 b,Kepler-238,1,5,,5751,1.43,,287.8971066,40.6378141,1798.75,5.024752417,0.709263657,419.4658643,-1298.915578,1171.48123
15691,Kepler-239 b,Kepler-239,1,2,,5007,0.77,0.84,294.2020505,40.6633313,648.109,5.134794447,0.709709016,201.5440762,-448.4129869,422.3162967
15713,Kepler-24 b,Kepler-24,1,4,,6043,1.12,1.02,290.4132621,38.3437283,1156.81,5.068667615,0.669224306,316.4526557,-850.3130675,717.6592368
15754,Kepler-240 b,Kepler-240,1,2,,4749,0.81,0.76,291.1587635,40.7502108,746.927,5.081679069,0.711225349,204.2433369,-527.696913,487.5659655
15777,Kepler-241 b,Kepler-241,1,2,,4709,0.65,0.67,292.9131121,41.0609786,,5.112298228,0.716649271,,,
15797,Kepler-242 b,Kepler-242,1,2,,4786,0.72,0.77,286.5656932,41.8084168,600.241,5.00151487,0.729694528,127.5620777,-428.836189,400.1458452
15819,Kepler-243 b,Kepler-243,1,2,,5228,0.81,0.92,285.1104819,42.0339619,693.86,4.976116641,0.733631033,134.3454557,-497.5444718,464.5885241
15841,Kepler-244 b,Kepler-244,1,3,,5553,0.81,0.91,287.242641,42.3014185,1036.49,5.013329838,0.738299031,227.2356155,-732.1503113,697.5897195
15876,Kepler-245 b,Kepler-245,1,4,,5031,0.83,0.84,291.6389972,42.4363482,861.527,5.090060728,0.740653999,234.4671562,-591.0208431,581.3331982
15919,Kepler-246 b,Kepler-246,1,2,,5202,0.81,0.89,296.4834007,42.6633806,626.078,5.17461152,0.744616462,205.3034629,-412.0739668,424.2866909
15941,Kepler-247 b,Kepler-247,1,3,,4929,0.84,0.81,288.6425609,43.0393769,663.711,5.037763049,0.751178835,155.0674584,-459.6438831,452.9833061
15973,Kepler-248 b,Kepler-248,1,2,,5130,0.84,0.94,293.0613138,43.5813577,738.792,5.114884836,0.760638184,209.6378125,-492.4100002,509.3112983
15995,Kepler-249 b,Kepler-249,1,3,,3635,0.51,0.51,296.9853002,43.6586043,190.401,5.183371319,0.761986392,62.50509729,-122.7510054,131.4452141
16040,Kepler-25 b,Kepler-25,2,3,,6267,1.26,1.1,286.6383905,39.4879038,243.249,5.002783677,0.689193936,53.75268616,-179.8695082,154.6857613
16073,Kepler-250 b,Kepler-250,1,3,,5162,0.8,0.85,289.5947633,44.1418114,760.585,5.054382116,0.770419947,183.0457211,-514.2008177,529.6992782
16105,Kepler-251 b,Kepler-251,1,4,,5883,1.07,0.94,296.5662171,44.1058077,924.625,5.176056939,0.769791564,296.9316358,-593.8330612,643.5256713
16147,Kepler-252 b,Kepler-252,1,2,,4208,0.59,0.61,295.579329,44.5459052,379.424,5.158832492,0.777472714,116.7528284,-243.9077351,266.1585347
16170,Kepler-253 b,Kepler-253,1,3,,5216,0.79,0.87,291.8419337,44.858124,838.595,5.093602638,0.78292196,221.160796,-551.7699261,591.5060651
16202,Kepler-254 b,Kepler-254,1,3,,5941,0.89,0.97,288.1646541,45.8164257,1389.48,5.029422002,0.79964748,301.9010959,-920.1501387,996.4106187
16237,Kepler-255 b,Kepler-255,1,3,,5573,0.93,,296.0642702,45.9767647,1052.53,5.167296313,0.802445923,321.3863504,-657.0679827,756.8301532
16267,Kepler-256 b,Kepler-256,1,4,,5870,0.89,1,292.58042,46.0973588,1026.43,5.106491656,0.804550688,273.3024391,-657.1998767,739.5624678
16308,Kepler-257 b,Kepler-257,1,3,,5180,1.04,,297.3159994,46.0232642,780.256,5.189143108,0.803257493,248.6231527,-481.3686768,561.4892256
16338,Kepler-258 b,Kepler-258,1,2,,4821,0.68,0.7,294.0684116,46.5791357,575.988,5.132462009,0.812959281,161.4614257,-361.4860849,418.3541497
16360,Kepler-259 b,Kepler-259,1,2,,5931,0.91,1.01,288.2119707,46.6150461,1002.14,5.030247832,0.813586035,215.1375593,-653.8841396,728.3103337
16382,Kepler-26 b,Kepler-26,1,4,,3853,0.45,0.47,284.9410627,46.5664505,335.307,4.973159718,0.812737882,59.43591856,-222.7340772,243.4906295
16442,Kepler-260 b,Kepler-260,1,2,,5250,1.09,0.9,291.9259658,38.0140525,627.365,5.095069275,0.663470378,184.5665841,-458.5232436,386.3657003
16464,Kepler-261 b,Kepler-261,1,2,,5121,0.75,,291.3647333,37.609239,317.499,5.08527392,0.65640505,91.62962344,-234.2355366,193.7610397
16486,Kepler-262 b,Kepler-262,1,2,,5823,0.88,0.99,290.7287168,37.2526575,613.129,5.074173338,0.650181528,172.7367805,-456.4426261,371.1459341
16508,Kepler-263 b,Kepler-263,1,2,,5265,0.78,0.83,292.4698022,37.5677941,754.747,5.104561011,0.6556817,228.644051,-552.8194913,460.1690363
16530,Kepler-264 b,Kepler-264,1,2,,6263,2.02,1.46,292.044628,37.3761861,942.173,5.097140321,0.652337509,281.0137489,-693.976663,571.9419778
16551,Kepler-265 b,Kepler-265,1,4,,5963,0.94,1.09,290.5104788,41.244743,1280.25,5.070364367,0.719856564,337.2816539,-901.5980496,844.039161
16593,Kepler-266 b,Kepler-266,1,2,,5888,1.02,1.05,294.4843821,44.1669355,1370.79,5.139722063,0.770858445,407.5178301,-894.8625923,955.0996719
16615,Kepler-267 b,Kepler-267,1,3,,3807,0.47,0.49,299.8305655,47.1575741,264.993,5.233030566,0.823054935,89.63369326,-156.3158279,194.2999049
16660,Kepler-268 b,Kepler-268,1,2,,6005.31,1.33,1.11,291.9761559,38.0550327,851.87,5.095945258,0.664185618,251.0192648,-622.0396638,525.1080672
16682,Kepler-269 b,Kepler-269,1,2,,5831,0.92,1.02,290.2151459,41.775981,2257.32,5.065209835,0.729128417,581.695524,-1579.71339,1503.871505
